GeoFIPS,GeoName,income2010,income2011,income2012,income2013,income2014,income2015,incomePer2010,incomePer2011,incomePer2012,incomePer2013,incomePer2014,incomePer2015,pop2010,pop2011,pop2012,pop2013,pop2014,pop2015
00000,United States,12459613000,13233436000,13904485000,14068960000,14801624000,15463981000,40277,42453,44267,44462,46414,48112,309346863,311718857,314102623,316427395,318907401,321418820
01000,Alabama state total,161256950,166595407,170881367,172789879,178976771,184784917,33699,34699,35481,35770,36930,38030,4785161,4801108,4816089,4830533,4846411,4858979
01001,"Autauga, AL",1828505,1895343,1928597,1945296,2021996,2090608,33452,34303,34954,35345,36571,37773,54660,55253,55175,55038,55290,55347
01003,"Baldwin, AL",6611513,6994561,7166230,7361494,7794455,8172925,36090,37472,37639,37727,39028,40121,183193,186659,190396,195126,199713,203709
01005,"Barbour, AL",763443,767836,761468,811386,809739,832881,27923,28202,28037,30081,30197,31443,27341,27226,27159,26973,26815,26489
01007,"Bibb, AL",571586,589665,611309,616256,634246,656594,25003,25939,26999,27375,28127,29075,22861,22733,22642,22512,22549,22583
01009,"Blount, AL",1583509,1623612,1689361,1723140,1784265,1826125,27600,28133,29240,29846,30946,31663,57373,57711,57776,57734,57658,57673
01011,"Bullock, AL",252959,257025,257150,276417,274517,277341,23235,24181,24246,26008,25350,25929,10887,10629,10606,10628,10829,10696
01013,"Butler, AL",594675,598072,617002,639687,664540,675525,28394,28930,30233,31572,32775,33518,20944,20673,20408,20261,20276,20154
01015,"Calhoun, AL",3633246,3703508,3720633,3654231,3763770,3863821,30677,31447,31723,31347,32448,33418,118437,117768,117286,116575,115993,115620
01017,"Chambers, AL",931913,972031,994976,1007445,1030794,1067437,27330,28595,29200,29498,30271,31282,34098,33993,34075,34153,34052,34123
01019,"Cherokee, AL",722608,739390,762565,799748,823732,844162,27818,28351,29304,30660,31688,32645,25976,26080,26023,26084,25995,25859
01021,"Chilton, AL",1197667,1252050,1279205,1292301,1330968,1378946,27429,28625,29274,29508,30304,31380,43665,43739,43697,43795,43921,43943
01023,"Choctaw, AL",363720,369979,384622,389763,399002,408881,26278,27218,28400,29135,30025,31046,13841,13593,13543,13378,13289,13170
01025,"Clarke, AL",719161,730607,724441,749029,775053,786564,27910,28573,28812,29823,31193,31877,25767,25570,25144,25116,24847,24675
01027,"Clay, AL",400498,387714,396440,410527,429431,446838,28854,28362,29462,30484,31720,32965,13880,13670,13456,13467,13538,13555
01029,"Cleburne, AL",408552,418316,434414,449963,462590,468704,27286,27942,29114,29942,30692,31209,14973,14971,14921,15028,15072,15018
01031,"Coffee, AL",1769828,1794969,1834640,1884354,1930242,1993579,35272,35581,35852,37126,37974,38929,50177,50448,51173,50755,50831,51211
01033,"Colbert, AL",1731090,1787041,1800093,1828380,1904466,1947562,31755,32824,33046,33566,34957,35831,54514,54443,54472,54471,54480,54354
01035,"Conecuh, AL",347480,351398,351969,370205,362438,375641,26308,26781,27083,28754,28624,29643,13208,13121,12996,12875,12662,12672
01037,"Coosa, AL",278469,288865,292406,294230,295463,307254,23683,25455,26119,26605,27340,28651,11758,11348,11195,11059,10807,10724
01039,"Covington, AL",1106882,1103382,1130157,1148038,1181950,1194877,29286,28991,29884,30347,31196,31581,37796,38060,37818,37830,37888,37835
01041,"Crenshaw, AL",409995,396514,411681,446726,458734,477930,29596,28534,29509,32065,32889,34228,13853,13896,13951,13932,13948,13963
01043,"Cullman, AL",2450704,2490582,2610518,2757065,2838639,2945902,30454,30951,32480,34141,34950,35923,80473,80469,80374,80756,81221,82005
01045,"Dale, AL",1650815,1681387,1666705,1665215,1663636,1690534,32782,33555,33119,33416,33608,34107,50358,50109,50324,49833,49501,49565
01047,"Dallas, AL",1234005,1274479,1263567,1262097,1265327,1299525,28172,29517,29538,30035,30371,31595,43803,43178,42777,42021,41662,41131
01049,"DeKalb, AL",1913125,1831055,1906805,1971430,2041672,2106922,26892,25650,26878,27818,28751,29621,71142,71387,70942,70869,71012,71130
01051,"Elmore, AL",2698156,2805504,2859504,2867046,2943855,3060059,33954,35064,35552,35447,36334,37561,79465,80012,80432,80883,81022,81468
01053,"Escambia, AL",1012709,1047409,1082919,1088125,1118025,1146587,26435,27410,28472,28743,29590,30342,38309,38213,38034,37857,37784,37789
01055,"Etowah, AL",3175450,3222696,3284079,3290005,3408014,3512766,30404,30917,31506,31680,32943,34086,104442,104236,104235,103852,103452,103057
01057,"Fayette, AL",448451,452973,469406,475256,490256,509917,26026,26549,27677,28193,29109,30426,17231,17062,16960,16857,16842,16759
01059,"Franklin, AL",902121,906466,917534,927089,967663,1002037,28428,28569,28992,29425,30630,31614,31734,31729,31648,31507,31592,31696
01061,"Geneva, AL",775287,783008,793995,816289,835044,861013,28934,29182,29401,30513,31267,32155,26795,26832,27006,26752,26707,26777
01063,"Greene, AL",244778,254841,253160,276794,255249,263091,27195,28602,28654,31793,29843,31029,9001,8910,8835,8706,8553,8479
01065,"Hale, AL",465488,479284,488057,510317,502575,523248,29583,31195,31690,33319,33215,34726,15735,15364,15401,15316,15131,15068
01067,"Henry, AL",535503,560343,572646,590386,601908,615259,30968,32191,33199,34313,35044,35727,17292,17407,17249,17206,17176,17221
01069,"Houston, AL",3605824,3721628,3772288,3774778,3882040,3988192,35427,36336,36498,36433,37288,38284,101783,102422,103355,103610,104110,104173
01071,"Jackson, AL",1566652,1612241,1666190,1699787,1741260,1778554,29460,30269,31400,32119,33084,33930,53179,53264,53064,52921,52631,52419
01073,"Jefferson, AL",27803848,28442865,29674166,29390981,30658347,31511663,42248,43241,45118,44605,46426,47718,658116,657779,657704,658913,660368,660367
01075,"Lamar, AL",383981,397175,407945,410623,412128,424811,26491,27790,28624,28944,29333,30593,14495,14292,14252,14187,14050,13886
01077,"Lauderdale, AL",2890069,2974522,3022814,3044995,3195906,3258402,31161,32116,32616,32838,34341,35189,92747,92618,92680,92729,93063,92596
01079,"Lawrence, AL",944835,960813,992084,1041106,1068440,1070293,27542,28222,29372,31016,31964,32320,34305,34045,33776,33567,33426,33115
01081,"Lee, AL",4084175,4361129,4628554,4759249,5020312,5278429,29011,30267,31295,31413,32509,33622,140782,144087,147899,151506,154426,156993
01083,"Limestone, AL",2783486,2981961,3121492,3181737,3294634,3415333,33470,34854,35747,35802,36360,37260,83163,85557,87321,88870,90612,91663
01085,"Lowndes, AL",349858,349186,357072,376125,385463,394472,31030,31404,32904,35070,36519,37720,11275,11119,10852,10725,10555,10458
01087,"Macon, AL",553957,570851,569686,581163,589963,595902,25712,26840,27818,29275,30431,31191,21545,21269,20479,19852,19387,19105
01089,"Madison, AL",13973421,14619691,14953887,15044512,15629828,16184175,41570,43053,43636,43391,44642,45836,336138,339574,342696,346720,350112,353089
01091,"Marengo, AL",636978,652558,663063,689028,708499,716215,30416,31512,32425,34093,35186,35761,20942,20708,20449,20210,20136,20028
01093,"Marion, AL",782437,776941,799430,815037,853120,874029,25404,25285,26198,26918,28206,28972,30800,30727,30515,30278,30246,30168
01095,"Marshall, AL",2762116,2768329,2898197,2930299,3032874,3125575,29654,29480,30757,31049,32143,32996,93146,93906,94228,94377,94356,94725
01097,"Mobile, AL",13137611,13789196,13660362,13856232,14186398,14683569,31785,33383,33016,33459,34190,35348,413332,413062,413750,414121,414926,415395
01099,"Monroe, AL",631492,630646,632427,639257,653174,667189,27478,27689,28002,28855,29829,30784,22982,22776,22585,22154,21897,21673
01101,"Montgomery, AL",8176504,8543345,8515059,8617097,8870819,9168038,35593,36905,37137,37961,39184,40474,229723,231496,229286,227000,226389,226519
01103,"Morgan, AL",3861425,3937388,4029867,4062958,4216329,4345622,32285,32827,33551,33956,35237,36345,119603,119945,120112,119654,119656,119565
01105,"Perry, AL",280554,289101,284259,293150,276230,283906,26618,27507,27923,29336,28029,29414,10540,10510,10180,9993,9855,9652
01107,"Pickens, AL",576653,570780,586547,611346,613252,628827,29248,29484,30305,31570,30152,30139,19716,19359,19355,19365,20339,20864
01109,"Pike, AL",1055954,1079139,1066069,1062673,1123710,1167271,32040,32798,32203,31599,33959,35323,32957,32903,33105,33630,33090,33046
01111,"Randolph, AL",650836,631444,651289,675425,710140,728983,28432,27692,28782,29846,31581,32119,22891,22802,22628,22630,22486,22696
01113,"Russell, AL",1489973,1596967,1642605,1661244,1669253,1730190,27956,29105,28433,27921,27955,29001,53297,54869,57771,59497,59712,59660
01115,"St. Clair, AL",2472212,2583253,2720695,2760416,2890720,2995362,29497,30637,31948,32020,33395,34400,83812,84317,85160,86210,86561,87074
01117,"Shelby, AL",8150035,8629756,9157326,9320068,9841786,10271229,41572,43588,45597,45703,47730,49212,196048,197985,200830,203925,206199,208713
01119,"Sumter, AL",368384,368223,380747,407137,403186,402202,26811,27260,28306,30379,30445,30695,13740,13508,13451,13402,13243,13103
01121,"Talladega, AL",2272597,2344787,2395659,2409726,2504979,2571791,27691,28658,29240,29635,30827,31805,82071,81821,81931,81314,81258,80862
01123,"Tallapoosa, AL",1348911,1350768,1388627,1408060,1428906,1468004,32502,32586,33735,34184,34756,35942,41502,41453,41163,41191,41112,40844
01125,"Tuscaloosa, AL",6235660,6461704,6696657,6800257,7086918,7346471,31982,32861,33729,33897,34994,36016,194977,196638,198543,200615,202519,203976
01127,"Walker, AL",2192934,2272231,2289679,2290206,2344865,2419560,32728,34097,34596,34737,35763,37056,67004,66641,66184,65929,65567,65294
01129,"Washington, AL",524898,530815,534439,535320,555835,571460,29807,30619,31226,31734,32962,34007,17610,17336,17115,16869,16863,16804
01131,"Wilcox, AL",293781,299381,298622,326306,303746,311069,25420,26060,26276,29108,27483,28128,11557,11488,11365,11210,11052,11059
01133,"Winston, AL",681008,684688,705310,717851,759457,777074,27909,28130,29174,29720,31511,32545,24401,24340,24176,24154,24101,23877
02000,Alaska state total*,34711427,37151409,38490699,37916014,40229123,41460746,48614,51405,52638,51416,54582,56147,714021,722720,731228,737442,737046,738432
02013,"Aleutians East Borough, AK*",113922,122649,122246,130840,135314,165750,35949,37692,37134,39481,40794,49611,3169,3254,3292,3314,3317,3341
02016,"Aleutians West Census Area, AK*",227864,256119,286830,286863,301836,299746,41086,45834,50516,50336,52484,52569,5546,5588,5678,5699,5751,5702
02020,"Anchorage Municipality, AK",16397557,17248629,17672564,17267556,18294470,18736528,55887,58207,59182,57265,60909,62728,293405,296333,298613,301537,300357,298695
02050,"Bethel Census Area, AK*",570010,625738,648686,638569,688705,714739,33373,35840,36668,35750,38426,39827,17080,17459,17691,17862,17923,17946
02060,"Bristol Bay Borough, AK",53958,55138,57175,57125,60043,58666,53850,53119,58105,59879,63470,65769,1002,1038,984,954,946,892
02068,"Denali Borough, AK*",103997,111006,114167,113595,128565,130050,56612,59266,59962,58736,67559,67770,1837,1873,1904,1934,1903,1919
02070,"Dillingham Census Area, AK*",209506,228867,235555,237718,258995,259691,43144,46170,47520,47629,51861,51969,4856,4957,4957,4991,4994,4997
02090,"Fairbanks North Star Borough, AK",4460272,4933704,5076132,4905310,5156589,5398526,45379,50269,50574,48564,51892,54185,98289,98146,100370,101007,99371,99631
02100,"Haines Borough, AK",97841,106856,106744,111730,118359,121451,39121,41594,41535,43593,46126,47929,2501,2569,2570,2563,2566,2534
02105,"Hoonah-Angoon Census Area, AK*",88470,95003,98935,104924,111930,115088,41187,44686,46124,48984,53529,53956,2148,2126,2145,2142,2091,2133
02110,"Juneau City and Borough, AK",1694258,1830447,1955928,1921774,2009691,2053591,53978,56871,60288,58869,61600,62694,31388,32186,32443,32645,32625,32756
02122,"Kenai Peninsula Borough, AK",2432959,2627069,2770353,2759412,2981871,3056190,43780,46600,48636,48351,51734,52639,55573,56375,56961,57070,57638,58059
02130,"Ketchikan Gateway Borough, AK*",724879,760769,793156,794208,840043,866894,53595,55795,57899,58086,60957,63235,13525,13635,13699,13673,13781,13709
02150,"Kodiak Island Borough, AK",678848,720695,776608,750751,791920,807817,49729,52198,55208,53256,56537,58162,13651,13807,14067,14097,14007,13889
02158,"Kusilvak Census Area, AK*",188616,206585,217298,214353,243068,242723,25270,26990,27894,26956,30184,29896,7464,7654,7790,7952,8053,8119
02164,"Lake and Peninsula Borough, AK*",69256,76804,83929,83436,84988,86567,42307,46407,51083,50506,52172,55385,1637,1655,1643,1652,1629,1563
02170,"Matanuska-Susitna Borough, AK",3574465,3909749,4095833,4169342,4454258,4706391,39822,42571,43670,43486,45320,46554,89761,91841,93791,95877,98285,101095
02180,"Nome Census Area, AK*",383788,409778,424383,421150,462777,480538,40246,41670,43002,42592,47064,48805,9536,9834,9869,9888,9833,9846
02185,"North Slope Borough, AK",290274,299848,314697,316784,349720,357286,30658,31454,32574,32527,36005,36883,9468,9533,9661,9739,9713,9687
02188,"Northwest Arctic Borough, AK",303164,309400,321879,323350,355237,363710,40181,40062,41683,41906,45849,46918,7545,7723,7722,7716,7748,7752
02195,"Petersburg Borough, AK*",192809,210028,217442,203753,203348,210708,50355,54468,56187,62867,63866,66323,3829,3856,3870,3241,3184,3177
02198,"Prince of Wales-Hyder Census Area, AK*",194800,201265,210362,235211,249330,254941,34792,34918,36458,36775,39055,40205,5599,5764,5770,6396,6384,6341
02220,"Sitka City and Borough, AK",461009,513521,544138,562568,570180,568309,51810,57608,60099,62487,64202,64122,8898,8914,9054,9003,8881,8863
02230,"Skagway Municipality, AK*",69646,73507,84444,83967,87483,82627,72172,76730,85211,83136,84280,78171,965,958,991,1010,1038,1057
02240,"Southeast Fairbanks Census Area, AK*",269705,286848,274560,270647,284920,295826,38148,40152,38234,38642,40831,43256,7070,7144,7181,7004,6978,6839
02261,"Valdez-Cordova Census Area, AK*",497866,525785,556692,532436,569346,592019,51544,54032,57232,54491,59975,63236,9659,9731,9727,9771,9493,9362
02275,"Wrangell City and Borough, AK*",91766,97762,101283,101621,110518,112464,38720,40990,42184,42201,46830,47214,2370,2385,2401,2408,2360,2382
02282,"Yakutat City and Borough, AK*",30603,34125,35771,39551,39614,36984,46228,52419,54779,62187,62483,60333,662,651,653,636,634,613
02290,"Yukon-Koyukuk Census Area, AK*",239319,273715,292909,277470,286005,284926,42827,47760,51110,49014,51412,51496,5588,5731,5731,5661,5563,5533
04000,Arizona state total*,215052605,225838885,236220305,242181504,255731845,267361132,33559,34912,36046,36524,38006,39156,6408208,6468732,6553262,6630799,6728783,6828065
04001,"Apache, AZ",1895715,1927185,1913222,1931975,2025591,2115405,26415,26623,26228,26851,28189,29597,71766,72387,72946,71953,71858,71474
04003,"Cochise, AZ",4607221,4752173,4648859,4591143,4677975,4821097,34954,35732,35249,35424,36742,38133,131809,132996,131888,129605,127321,126427
04005,"Coconino, AZ",4563041,4917525,4939175,5130228,5449838,5705476,33894,36648,36323,37553,39596,41018,134626,134182,135978,136612,137637,139097
04007,"Gila, AZ",1630664,1699343,1711192,1767150,1835860,1917248,30455,31779,32268,33327,34548,36066,53544,53473,53031,53025,53139,53159
04009,"Graham, AZ",903313,934658,968162,1045707,1113157,1119852,24324,25206,26205,27971,29326,29731,37137,37081,36946,37386,37958,37666
04011,"Greenlee, AZ",257858,278721,298889,324763,348568,354856,30922,32451,34089,36457,37388,37240,8339,8589,8768,8908,9323,9529
04012,"La Paz, AZ*",518679,568479,578617,580976,589971,603816,25368,27759,28432,28511,29043,29963,20446,20479,20351,20377,20314,20152
04013,"Maricopa, AZ",137837071,145400772,153930729,157805072,167439604,175437829,36030,37552,39015,39301,40939,42092,3825597,3871957,3945460,4015328,4090022,4167947
04015,"Mohave, AZ",5134863,5170760,5291048,5422848,5743703,6040669,25626,25513,26035,26735,28248,29505,200374,202671,203232,202839,203331,204737
04017,"Navajo, AZ",2663929,2746969,2767865,2832564,2991865,3154284,24731,25570,25860,26368,27672,29132,107715,107429,107033,107424,108119,108277
04019,"Pima, AZ",33361839,34737686,35985709,36453218,37893093,38922402,33978,35159,36240,36548,37733,38536,981870,988024,992973,997418,1004244,1010025
04021,"Pinal, AZ",8779030,9196042,9476500,9955592,10625116,11255255,23140,24325,24785,25835,26796,27682,379384,378044,382349,385360,396521,406584
04023,"Santa Cruz, AZ",1427762,1476703,1493772,1477401,1551680,1563237,30115,30986,31472,31354,33254,33646,47410,47657,47464,47120,46661,46461
04025,"Yavapai, AZ",6141108,6387827,6623513,6936360,7491508,7900004,29088,30255,31174,32222,34231,35545,211122,211135,212468,215271,218852,222255
04027,"Yuma, AZ*",5330512,5644042,5593053,5926507,5954316,6449702,27049,27854,27637,29314,29262,31574,197069,202628,202375,202173,203483,204275
05000,Arkansas state total,92913782,99296630,106664517,106466207,111500761,113923539,31794,33791,36164,35993,37582,38252,2922394,2938538,2949499,2957957,2966835,2978204
05001,"Arkansas, AR",648276,696017,737796,799114,746747,730747,34095,36859,38864,42526,40226,39643,19014,18883,18984,18791,18564,18433
05003,"Ashley, AR",647364,685425,685616,685771,651677,667087,29653,31658,31902,32290,31142,32013,21831,21651,21491,21238,20926,20838
05005,"Baxter, AR",1203020,1244766,1305082,1299442,1365170,1426629,28962,30159,31780,31721,33426,34751,41538,41273,41066,40965,40842,41053
05007,"Benton, AR",10827712,12971618,15679729,15277544,17393521,17923306,48553,56918,67303,64305,71617,71787,223010,227899,232973,237580,242868,249672
05009,"Boone, AR",1031104,1071450,1124561,1126540,1181037,1197269,27945,28923,30126,30132,31789,32166,36897,37045,37328,37387,37152,37222
05011,"Bradley, AR",310334,316338,331953,327031,351601,360804,27018,27628,29428,29343,31787,32522,11486,11450,11280,11145,11061,11094
05013,"Calhoun, AR",137364,142539,149053,147664,150560,160896,25733,26965,28091,28321,29021,30770,5338,5286,5306,5214,5188,5229
05015,"Carroll, AR",675898,692493,747402,783482,862975,845705,24539,25228,27104,28259,31130,30526,27544,27449,27575,27725,27722,27704
05017,"Chicot, AR",330542,354072,373530,399961,362879,356056,28029,30314,32540,35208,32351,32289,11793,11680,11479,11360,11217,11027
05019,"Clark, AR",621631,637083,671407,656746,686607,702094,27090,27767,29433,28975,30248,31021,22947,22944,22811,22666,22699,22633
05021,"Clay, AR",459720,469803,511385,551645,505603,497662,28643,29680,32838,36027,33316,32938,16050,15829,15573,15312,15176,15109
05023,"Cleburne, AR",748544,784891,830433,818772,847197,850072,28791,30277,32179,31865,33011,33379,25999,25924,25807,25695,25664,25467
05025,"Cleveland, AR",247165,248270,258770,275113,293673,290779,28456,28655,30051,32222,34861,34987,8686,8664,8611,8538,8424,8311
05027,"Columbia, AR",716515,756914,792167,771600,805859,810246,28954,30663,32430,31747,33435,33601,24747,24685,24427,24305,24102,24114
05029,"Conway, AR",631495,669913,696260,719144,772736,778821,29726,31679,32835,34000,36744,37053,21244,21147,21205,21151,21030,21019
05031,"Craighead, AR",2899352,3123072,3317172,3368729,3480427,3613538,29976,31742,33187,33131,33899,34628,96724,98390,99953,101678,102671,104354
05033,"Crawford, AR",1661098,1712218,1765377,1758025,1809422,1845959,26801,27692,28512,28529,29340,29917,61980,61830,61916,61622,61670,61703
05035,"Crittenden, AR",1475551,1547877,1595340,1651265,1654428,1671988,28962,30643,31875,33199,33384,34148,50948,50514,50050,49738,49558,48963
05037,"Cross, AR",534723,563258,587626,617645,601448,593689,29987,31753,33301,35336,34994,34349,17832,17739,17646,17479,17187,17284
05039,"Dallas, AR",222638,221560,220660,217395,222514,228634,27595,27421,27655,27442,28686,30068,8068,8080,7979,7922,7757,7604
05041,"Desha, AR",418334,439701,470526,488043,460881,447689,32269,34617,37456,39200,37731,37417,12964,12702,12562,12450,12215,11965
05043,"Drew, AR",566295,596996,631095,641484,648389,657964,30355,31899,33623,34289,34620,35039,18656,18715,18770,18708,18729,18778
05045,"Faulkner, AR",3505212,3697680,3876116,3882426,4042820,4161330,30732,31792,32692,32514,33445,34235,114057,116308,118566,119409,120878,121552
05047,"Franklin, AR",453099,461852,490507,490482,529010,530368,24994,25667,27332,27365,29777,29961,18128,17994,17946,17924,17766,17702
05049,"Fulton, AR",276297,290948,295858,295598,312447,318718,22618,23675,24156,24146,25739,26116,12216,12289,12248,12242,12139,12204
05051,"Garland, AR",3079759,3256867,3427193,3369782,3509726,3604254,32038,33714,35406,34738,36114,37090,96128,96603,96798,97006,97185,97177
05053,"Grant, AR",547475,566444,586655,582985,604596,621306,30602,31543,32525,32282,33375,34323,17890,17958,18037,18059,18115,18102
05055,"Greene, AR",1164695,1212754,1316996,1334885,1357424,1396043,27607,28380,30509,30985,31042,31588,42188,42733,43168,43082,43729,44196
05057,"Hempstead, AR",568934,598077,633217,625433,664118,653494,25172,26566,28320,27911,29758,29591,22602,22513,22359,22408,22317,22084
05059,"Hot Spring, AR",842633,877619,914087,910520,947625,976912,25436,26568,27390,27250,28429,29226,33128,33033,33373,33413,33333,33426
05061,"Howard, AR",345513,358343,373870,395997,427116,415363,25039,25931,27316,29318,31732,31230,13799,13819,13687,13507,13460,13300
05063,"Independence, AR",1069963,1122904,1140009,1144411,1176430,1205734,29070,30488,30864,31032,31743,32542,36806,36831,36937,36879,37061,37052
05065,"Izard, AR",333903,347085,369782,368977,382229,389519,24401,25562,27359,27589,28338,28971,13684,13578,13516,13374,13488,13445
05067,"Jackson, AR",464106,483864,528215,574400,593308,596202,25714,27110,29946,32535,33898,34387,18049,17848,17639,17655,17503,17338
05069,"Jefferson, AR",2220592,2285830,2317515,2288794,2287736,2303602,28718,30067,31059,31285,31609,32189,77323,76024,74617,73159,72377,71565
05071,"Johnson, AR",574638,596824,629168,642798,679139,685361,22488,23233,24291,24814,26108,26218,25553,25689,25901,25905,26013,26141
05073,"Lafayette, AR",192310,205752,228751,230205,239554,233926,25185,27284,30742,31774,33607,33437,7636,7541,7441,7245,7128,6996
05075,"Lawrence, AR",440269,448797,482375,503573,509137,509919,25157,25965,28308,29521,29976,30390,17501,17285,17040,17058,16985,16779
05077,"Lee, AR",251705,287297,278264,306824,258044,250321,24263,27974,27407,30778,26366,25940,10374,10270,10153,9969,9787,9650
05079,"Lincoln, AR",298380,306645,332868,361619,354517,345546,21201,21396,23529,25777,25355,25003,14074,14332,14147,14029,13982,13820
05081,"Little River, AR",379149,386732,390860,386498,399617,407663,28861,29852,30276,30352,31890,32686,13137,12955,12910,12734,12531,12472
05083,"Logan, AR",612742,639786,678213,695730,755888,738971,27459,28709,30818,31512,34486,34032,22315,22285,22007,22078,21919,21714
05085,"Lonoke, AR",2192115,2284166,2401613,2459933,2496102,2537148,31903,32896,34259,34753,34916,35413,68711,69437,70102,70783,71488,71645
05087,"Madison, AR",374334,384319,427760,455472,497469,494383,23854,24496,27366,29009,31642,31356,15693,15689,15631,15701,15722,15767
05089,"Marion, AR",395693,410405,421314,436332,449419,464432,23751,24646,25361,26541,27402,28695,16660,16652,16613,16440,16401,16185
05091,"Miller, AR",1236288,1295094,1340388,1268426,1317191,1376508,28394,29605,30717,29206,30255,31350,43540,43746,43637,43430,43537,43908
05093,"Mississippi, AR",1339117,1480235,1392949,1421950,1428010,1362456,28867,32152,30581,31803,32248,31150,46389,46039,45550,44711,44282,43738
05095,"Monroe, AR",223641,246096,261338,263993,261509,256139,27532,30514,33342,34450,34418,34618,8123,8065,7838,7663,7598,7399
05097,"Montgomery, AR",219480,224364,232780,241092,247792,248322,23125,23904,24971,26160,27263,27684,9491,9386,9322,9216,9089,8970
05099,"Nevada, AR",254433,272568,279762,271028,274728,278544,28352,30258,31406,30841,31567,32548,8974,9008,8908,8788,8703,8558
05101,"Newton, AR",187105,192220,200627,198927,207764,210355,22464,23223,24812,24632,26266,26583,8329,8277,8086,8076,7910,7913
05103,"Ouachita, AR",785030,798804,804522,789808,803723,816608,30105,31060,31683,31643,32423,33525,26076,25718,25393,24960,24789,24358
05105,"Perry, AR",300497,311504,316945,314776,318001,325382,28742,29970,30664,30443,31058,31935,10455,10394,10336,10340,10239,10189
05107,"Phillips, AR",586163,619463,618604,657275,642322,618953,27052,28946,29808,32238,32276,31720,21668,21401,20753,20388,19901,19513
05109,"Pike, AR",280253,292065,307248,305877,324131,323614,24865,25994,27279,27517,29480,29898,11271,11236,11263,11116,10995,10824
05111,"Poinsett, AR",680277,686198,711881,751282,727301,714444,27739,28087,29321,31109,30116,29719,24524,24431,24279,24150,24150,24040
05113,"Polk, AR",489835,503408,535062,545494,585937,581733,23700,24484,26181,26802,28929,28776,20668,20561,20437,20353,20254,20216
05115,"Pope, AR",1769402,1842878,1935449,1939444,2013678,2071861,28489,29425,30917,31040,31939,32684,62108,62629,62601,62483,63047,63390
05117,"Prairie, AR",244624,244984,257611,286606,281751,276475,28069,28556,30450,34258,33885,33346,8715,8579,8460,8366,8315,8291
05119,"Pulaski, AR",15566522,16263094,17567786,16918400,17527245,18008251,40577,42042,45163,43231,44657,45862,383628,386827,388984,391352,392490,392664
05121,"Randolph, AR",471674,485417,502389,511618,529128,511075,26254,27002,28139,29030,30150,29256,17966,17977,17854,17624,17550,17469
05123,"St. Francis, AR",644666,687629,685105,714265,679580,695994,22875,24592,24557,26164,25191,26176,28182,27961,27898,27300,26977,26589
05125,"Saline, AR",3548477,3794911,3987046,4060872,4223286,4388265,32955,34525,35677,35533,36486,37360,107675,109918,111755,114284,115750,117460
05127,"Scott, AR",247727,253521,275812,291551,305628,302669,21981,22547,25058,26736,28609,28790,11270,11244,11007,10905,10683,10513
05129,"Searcy, AR",198774,207089,210196,208273,215027,216589,24300,25665,26304,26096,27164,27524,8180,8069,7991,7981,7916,7869
05131,"Sebastian, AR",4083198,4473872,4635221,4582654,4748530,4853413,32462,35251,36368,36020,37393,37983,125784,126916,127453,127225,126990,127780
05133,"Sevier, AR",379633,379765,407576,422629,458885,450550,22148,22110,23740,24405,26391,26058,17141,17176,17168,17317,17388,17290
05135,"Sharp, AR",459337,461995,484329,484690,515357,523548,26584,26740,28380,28348,30453,30957,17279,17277,17066,17098,16923,16912
05137,"Stone, AR",295056,307330,320870,316956,338559,342741,23808,24473,25458,25377,27193,27516,12393,12558,12604,12490,12450,12456
05139,"Union, AR",1574387,1703831,1887665,1787328,1802003,1772410,37886,41197,46189,44001,44854,44151,41556,41358,40868,40620,40175,40144
05141,"Van Buren, AR",424385,465356,468449,471482,497882,506806,24521,27057,27286,27744,29495,30219,17307,17199,17168,16994,16880,16771
05143,"Washington, AR",5813079,6188304,6723571,7026357,7521152,7937828,28492,29768,31769,32457,34081,35205,204026,207882,211637,216480,220682,225477
05145,"White, AR",2265395,2364307,2459823,2421650,2482528,2564654,29294,30260,31264,30777,31567,32398,77333,78133,78680,78685,78643,79161
05147,"Woodruff, AR",201559,222267,242386,239128,225477,228240,27840,30918,34303,33982,32754,33858,7240,7189,7066,7037,6884,6741
05149,"Yell, AR",545577,570797,586981,626547,667834,660963,24625,26017,26915,28745,30472,30441,22155,21939,21809,21797,21916,21713
06000,California state total,1617134250,1727433579,1838567162,1861956514,1977923740,2103669473,43315,45820,48312,48471,50988,53741,37334079,37700034,38056055,38414128,38792291,39144818
06001,"Alameda, CA",72193891,77852259,82149382,86610728,93290149,101370460,47692,50783,52763,54684,57842,61879,1513754,1533052,1556952,1583845,1612850,1638215
06003,"Alpine, CA",47327,62276,66659,67525,72229,77373,40834,56054,59200,59025,65248,69705,1159,1111,1126,1144,1107,1110
06005,"Amador, CA",1298136,1339597,1365595,1397672,1463241,1546904,34276,35686,36809,38197,39823,41807,37873,37538,37099,36591,36744,37001
06007,"Butte, CA",7279595,7575042,7791282,8138162,8418228,9009925,33093,34429,35222,36633,37576,39971,219977,220019,221205,222154,224033,225411
06009,"Calaveras, CA",1700759,1783900,1785995,1834371,1941603,2075036,37409,39553,39906,41153,43558,46289,45464,45101,44755,44574,44575,44828
06011,"Colusa, CA",881405,890408,870610,1013411,911542,928809,41099,41629,40740,47380,42693,43237,21446,21389,21370,21389,21351,21482
06013,"Contra Costa, CA",56594058,61156431,66344299,66607757,69526509,74756916,53750,57336,61470,60776,62540,66348,1052921,1066636,1079290,1095959,1111710,1126745
