GeoFIPS,GeoName,income2010,income2011,income2012,income2013,income2014,income2015,incomePer2010,incomePer2011,incomePer2012,incomePer2013,incomePer2014,incomePer2015,pop2010,pop2011,pop2012,pop2013,pop2014,pop2015
16013,"Blaine, ID",1286822,1422264,1609390,1699584,1834328,1889214,60411,67431,76191,79808,85544,87496,21301,21092,21123,21296,21443,21592
16015,"Boise, ID",212948,220261,222516,229719,242244,259935,30386,31452,32718,34088,35488,36828,7008,7003,6801,6739,6826,7058
16017,"Bonner, ID",1201540,1275921,1305707,1327372,1397986,1449741,29365,31254,32289,32634,33660,34634,40917,40824,40438,40675,41533,41859
16019,"Bonneville, ID",3613414,3751334,3968221,4003624,4159890,4383093,34513,35446,37113,37218,38331,39814,104696,105831,106922,107573,108526,110089
16021,"Boundary, ID",285936,298300,307171,318838,345256,354065,25966,27567,28363,29359,31453,31283,11012,10821,10830,10860,10977,11318
16023,"Butte, ID",80932,86562,85269,86650,82840,83799,27821,30860,31280,33035,31715,33506,2909,2805,2726,2623,2612,2501
16025,"Camas, ID",29515,34744,39031,41526,41794,42033,26566,31500,36240,39814,40264,39431,1111,1103,1077,1043,1038,1066
16027,"Canyon, ID",4656286,4887744,5181536,5360266,5613278,5862857,24584,25532,26728,26953,27658,28258,189400,191439,193863,198875,202951,207478
16029,"Caribou, ID",218040,236515,248916,251505,256020,262642,31256,34513,36719,36867,37567,38795,6976,6853,6779,6822,6815,6770
16031,"Cassia, ID",752064,799498,841978,952017,991230,1006596,32574,34515,36153,40775,42110,42823,23088,23164,23289,23348,23539,23506
16033,"Clark, ID",23405,30224,22784,28406,22929,23302,23907,31781,26099,32915,26235,26480,979,951,873,863,874,880
16035,"Clearwater, ID",253120,260485,260763,269906,274617,287890,29323,30198,30381,31439,32274,33885,8632,8626,8583,8585,8509,8496
16037,"Custer, ID",148551,156658,171811,173958,167342,177373,34071,35964,39542,41047,40372,43399,4360,4356,4345,4238,4145,4087
16039,"Elmore, ID",757685,774461,793082,836743,878932,901798,27940,29540,30187,31878,33468,34851,27118,26217,26272,26248,26262,25876
16041,"Franklin, ID",330312,343333,367663,374963,402812,419111,25820,26777,28663,29175,31000,32057,12793,12822,12827,12852,12994,13074
16043,"Fremont (includes Yellowstone Park), ID",345762,371598,380008,415538,417071,446466,26113,28297,29252,32180,32406,34828,13241,13132,12991,12913,12870,12819
16045,"Gem, ID",450612,464459,479874,514878,530346,555494,27022,27785,28795,30931,31617,32963,16676,16716,16665,16646,16774,16852
16047,"Gooding, ID",565183,672797,698576,727907,871315,844917,36515,43759,45823,48066,57646,55281,15478,15375,15245,15144,15115,15284
16049,"Idaho, ID",414254,439380,464159,484796,496415,499725,25414,26684,28294,29905,30632,30711,16300,16466,16405,16211,16206,16272
16051,"Jefferson, ID",713814,785212,782547,793714,800888,825771,27225,29833,29361,29569,29676,30407,26219,26320,26653,26843,26988,27157
16053,"Jerome, ID",644825,701290,732621,769154,847126,853664,28709,31126,32523,34029,37173,37418,22461,22531,22526,22603,22789,22814
16055,"Kootenai, ID",4395991,4700008,4963574,5162587,5499629,5804150,31646,33320,34883,35779,37350,38605,138910,141056,142292,144289,147245,150346
16057,"Latah, ID",1202344,1245867,1288219,1323383,1353968,1412480,32253,32884,33742,34583,35091,36425,37278,37887,38179,38267,38585,38778
16059,"Lemhi, ID",231331,246888,261692,265073,276880,285114,29058,30892,33667,34309,35842,36860,7961,7992,7773,7726,7725,7735
16061,"Lewis, ID",166665,173279,171185,180997,166827,170386,43664,45684,44603,47419,43649,44969,3817,3793,3838,3817,3822,3789
16063,"Lincoln, ID",153628,172822,169942,180866,192689,191224,29453,33649,32333,34074,36329,36100,5216,5136,5256,5308,5304,5297
16065,"Madison, ID",698344,747477,783168,809822,838989,897734,18577,19722,20767,21522,22039,23456,37592,37900,37712,37628,38068,38273
16067,"Minidoka, ID",579837,665063,688875,698739,728866,769613,28873,32927,34240,34395,35898,37614,20082,20198,20119,20315,20304,20461
16069,"Nez Perce, ID",1348830,1390321,1420718,1466600,1507544,1576194,34291,35253,35908,36746,37753,39358,39335,39438,39566,39912,39932,40048
16071,"Oneida, ID",118069,122355,123599,126787,129387,137231,27496,28919,29227,29623,30770,32056,4294,4231,4229,4280,4205,4281
16073,"Owyhee, ID",293589,321962,334187,332482,374733,371722,25592,28240,29307,29170,33136,32867,11472,11401,11403,11398,11309,11310
16075,"Payette, ID",678195,708355,746720,759257,786286,802387,29960,31414,32934,33649,34456,35045,22637,22549,22673,22564,22820,22896
16077,"Power, ID",237176,275469,280952,279550,261175,275471,30210,35398,35973,36132,34016,36019,7851,7782,7810,7737,7678,7648
16079,"Shoshone, ID",376287,388972,414288,406640,410916,437965,29582,30729,32621,32080,33165,35229,12720,12658,12700,12676,12390,12432
16081,"Teton, ID",240203,257576,279218,274370,305184,327729,23649,25297,27675,26677,29609,31023,10157,10182,10089,10285,10307,10564
16083,"Twin Falls, ID",2296770,2431036,2562213,2684806,2818136,2889612,29620,31147,32637,33569,34745,35079,77541,78050,78507,79979,81109,82375
16085,"Valley, ID",341314,347555,397936,393796,430631,463751,34896,36181,41840,41123,43924,45902,9781,9606,9511,9576,9804,10103
16087,"Washington, ID",307579,321416,321797,337142,337181,355916,30170,31707,32036,33880,33691,35649,10195,10137,10045,9951,10008,9984
17000,Illinois state total,535463835,562292466,587601163,600782652,624892159,646789116,41699,43718,45638,46610,48508,50295,12841249,12861882,12875167,12889580,12882189,12859995
17001,"Adams, IL",2455650,2556329,2652079,2686339,2746511,2772291,36567,38033,39487,40097,40982,41369,67154,67213,67164,66996,67018,67013
17003,"Alexander, IL",219542,213208,212129,213134,213092,210258,26728,26594,27506,29557,30021,31012,8214,8017,7712,7211,7098,6780
17005,"Bond, IL",523232,543816,543637,563536,573425,568403,29441,30771,31054,32556,33487,33534,17772,17673,17506,17310,17124,16950
17007,"Boone, IL",1875526,2004310,2078854,2100837,2141351,2217146,34653,36983,38613,39017,39807,41376,54123,54195,53838,53844,53793,53585
17009,"Brown, IL",170787,175963,183969,203205,185860,184318,24705,25602,26697,29626,27161,26990,6913,6873,6891,6859,6843,6829
17011,"Bureau, IL",1184611,1286373,1262136,1358414,1271732,1291297,33923,37124,36754,39847,37508,38446,34921,34651,34340,34091,33906,33587
17013,"Calhoun, IL",171715,180054,174344,184273,175290,176366,33789,35514,34695,36562,35319,36000,5082,5070,5025,5040,4963,4899
17015,"Carroll, IL",555381,609840,586616,631532,601741,602357,36106,40066,38931,42283,40686,41212,15382,15221,15068,14936,14790,14616
17017,"Cass, IL",446177,470499,451084,500936,492953,481542,32725,34512,33638,37673,37682,37483,13634,13633,13410,13297,13082,12847
17019,"Champaign, IL",7432296,7661065,7886661,8140161,8561701,8822908,36887,37799,38645,39557,41276,42243,201489,202681,204080,205785,207424,208861
17021,"Christian, IL",1193564,1285161,1237775,1314168,1248907,1223312,34313,37006,35851,38438,36822,36363,34785,34728,34526,34189,33917,33642
17023,"Clark, IL",541675,585543,571970,622594,612437,592790,33232,36091,35090,38541,37950,37098,16300,16224,16300,16154,16138,15979
17025,"Clay, IL",449863,463920,475123,502541,471922,461132,32568,33786,34592,37080,35053,34341,13813,13731,13735,13553,13463,13428
17027,"Clinton, IL",1373769,1456669,1473181,1534722,1576066,1560556,36318,38201,38711,40525,41693,41300,37826,38132,38056,37871,37802,37786
17029,"Coles, IL",1695595,1785098,1782596,1851878,1874889,1907807,31461,33298,33426,34923,35579,36325,53895,53610,53330,53027,52697,52521
17031,"Cook, IL",227020927,236436703,250500052,257827087,274924617,286602765,43664,45332,47872,49141,52380,54714,5199303,5215623,5232690,5246731,5248704,5238216
17033,"Crawford, IL",723509,770244,789525,818295,840978,812912,36521,38933,40226,41955,43405,41872,19811,19784,19627,19504,19375,19414
17035,"Cumberland, IL",365887,383579,383161,450240,409729,401742,33121,34641,35017,41314,37569,36864,11047,11073,10942,10898,10906,10898
17037,"DeKalb, IL",3247186,3487026,3497442,3639496,3630745,3753582,30874,33412,33545,34977,34680,35970,105177,104364,104261,104055,104693,104352
17039,"De Witt, IL",622149,678531,665293,737513,683462,674024,37510,40986,40313,45000,42070,41486,16586,16555,16503,16389,16246,16247
17041,"Douglas, IL",770336,830946,811233,910235,895561,877044,38600,41923,40930,45962,45085,44244,19957,19821,19820,19804,19864,19823
17043,"DuPage, IL",48487949,51072446,53689543,54303433,56895160,59813856,52811,55246,57855,58259,60931,64059,918145,924462,927997,932096,933769,933736
17045,"Edgar, IL",612783,663131,651152,732644,673361,659393,33106,36038,35850,40855,37829,37330,18510,18401,18163,17933,17800,17664
17047,"Edwards, IL",203820,223082,223974,253849,229031,225395,30294,33371,33275,38030,34592,34496,6728,6685,6731,6675,6621,6534
17049,"Effingham, IL",1319214,1402098,1430101,1474623,1508762,1466155,38546,40894,41619,42968,43960,42657,34224,34286,34362,34319,34321,34371
17051,"Fayette, IL",609382,660010,638653,709152,650939,649078,27538,29500,28868,32020,29598,29446,22129,22373,22123,22147,21993,22043
17053,"Ford, IL",606396,618506,639899,703883,671870,664573,43074,44347,45766,51006,49013,48382,14078,13947,13982,13800,13708,13736
17055,"Franklin, IL",1206255,1253256,1289389,1299616,1300254,1319483,30135,31322,32335,32834,32906,33417,40029,40012,39876,39581,39514,39485
17057,"Fulton, IL",1160395,1209606,1207439,1234706,1198800,1194526,31317,32741,32971,33936,33332,33461,37053,36945,36621,36383,35965,35699
17059,"Gallatin, IL",187668,207709,202264,258109,213719,205553,33596,37656,37325,47745,40188,39041,5586,5516,5419,5406,5318,5265
17061,"Greene, IL",443403,475791,456700,507226,469261,449569,31943,34356,33524,37572,35293,33953,13881,13849,13623,13500,13296,13241
17063,"Grundy, IL",2148853,2669166,3248958,2800390,2566293,2422448,42874,53311,64759,55816,50885,47930,50120,50068,50170,50172,50433,50541
17065,"Hamilton, IL",279083,299421,297657,374978,339525,327667,33016,35565,35592,45026,40916,39959,8453,8419,8363,8328,8298,8200
17067,"Hancock, IL",675327,714293,704073,771347,748139,730115,35385,37533,37270,41468,40166,39374,19085,19031,18891,18601,18626,18543
17069,"Hardin, IL",123682,131928,140483,145083,145095,139310,28730,30810,32985,34169,34391,33690,4305,4282,4259,4246,4219,4135
17071,"Henderson, IL",233556,262266,247623,284541,264293,256445,31854,36345,35119,40906,37789,36661,7332,7216,7051,6956,6994,6995
17073,"Henry, IL",1842812,1996881,2022595,2124752,2083230,2079018,36531,39695,40337,42662,41936,42010,50445,50305,50142,49804,49677,49489
17075,"Iroquois, IL",1087287,1158387,1160309,1252744,1153386,1127397,36640,39242,39609,43232,40045,39320,29675,29519,29294,28977,28802,28672
17077,"Jackson, IL",1848610,1898430,1877489,1923364,1923767,1980476,30616,31487,31840,32238,32393,33363,60381,60293,58966,59661,59388,59362
17079,"Jasper, IL",333394,371892,374464,437189,396221,365278,34346,38182,38833,45712,41191,38022,9707,9740,9643,9564,9619,9607
17081,"Jefferson, IL",1251736,1291032,1329449,1353713,1381316,1399622,32292,33305,34381,35017,35929,36493,38763,38764,38668,38659,38446,38353
17083,"Jersey, IL",775475,799764,792072,818776,811718,820969,33766,34982,34856,36207,35993,36696,22966,22862,22724,22614,22552,22372
17085,"Jo Daviess, IL",868065,930443,941199,1008932,1004609,1017733,38327,41061,41790,45126,44935,46080,22649,22660,22522,22358,22357,22086
17087,"Johnson, IL",305856,318128,321721,326320,326989,332841,24255,24751,24924,25418,25580,26081,12610,12853,12908,12838,12783,12762
17089,"Kane, IL",19825482,20969178,21727410,22146471,22911676,23971167,38416,40330,41636,42240,43434,45156,516069,519940,521840,524302,527501,530847
17091,"Kankakee, IL",3695186,3811845,3853714,3976637,3985139,4107989,32571,33577,34107,35430,35750,37049,113450,113527,112988,112239,111473,110879
17093,"Kendall, IL",4362268,4604861,4760091,4942331,5105497,5416548,37833,39422,40217,41242,41912,43910,115303,116809,118360,119838,121816,123355
17095,"Knox, IL",1810759,1910626,1915656,1945336,1915708,1941796,34210,36261,36632,37300,36857,37748,52930,52691,52295,52154,51977,51441
17097,"Lake, IL",39897130,42184640,45881658,45451179,47506322,49151975,56648,60170,65406,64576,67466,69827,704294,701094,701494,703841,704149,703910
17099,"LaSalle, IL",3950531,4196395,4194068,4330157,4314941,4406807,34704,36913,37071,38407,38526,39582,113835,113682,113136,112743,112001,111333
17101,"Lawrence, IL",544385,602567,587789,629619,621058,597790,32161,35807,35252,37621,37422,36249,16927,16828,16674,16736,16596,16491
17103,"Lee, IL",1177329,1297221,1267939,1345358,1306138,1310572,32767,36510,36110,38418,37440,37895,35930,35531,35113,35019,34886,34584
17105,"Livingston, IL",1385147,1476274,1484963,1644531,1525109,1463546,35634,38010,38548,43957,41219,39910,38871,38839,38522,37412,37000,36671
17107,"Logan, IL",908736,986612,953473,1091504,1020196,995309,30017,32554,31384,36534,34327,33746,30274,30307,30381,29876,29720,29494
17109,"McDonough, IL",1027065,1078845,1063543,1122998,1092487,1063239,31498,33218,32724,34939,34582,33934,32607,32478,32500,32142,31591,31333
17111,"McHenry, IL",12763798,13344425,13949302,14134206,14476427,15200285,41291,43352,45347,46033,47158,49457,309119,307815,307610,307043,306975,307343
17113,"McLean, IL",6779728,7211744,7382857,7641584,7580049,7735332,39914,42220,42775,43696,43536,44670,169858,170813,172599,174882,174110,173166
17115,"Macon, IL",4308116,4544939,4519942,4614556,4671607,4762391,38889,41082,41052,42123,43104,44383,110780,110630,110103,109550,108381,107303
17117,"Macoupin, IL",1569396,1646546,1611434,1719854,1671903,1664290,32839,34449,34155,36713,36068,36145,47791,47797,47180,46846,46354,46045
17119,"Madison, IL",9864735,10165239,10297520,10418522,10756622,11172796,36620,37848,38410,38982,40342,41970,269384,268583,268092,267263,266635,266209
17121,"Marion, IL",1337755,1368284,1363796,1457248,1463731,1481543,33913,35081,35047,37764,38036,38643,39447,39004,38913,38588,38483,38339
17123,"Marshall, IL",434966,484900,477790,526102,496119,484165,34450,38817,38921,43422,41350,40408,12626,12492,12276,12116,11998,11982
17125,"Mason, IL",484992,524940,511884,553327,512107,487479,33101,36245,35689,38994,36805,35580,14652,14483,14343,14190,13914,13701
17127,"Massac, IL",474563,490248,503550,505951,502578,514270,30800,31998,33238,33800,33784,34828,15408,15321,15150,14969,14876,14766
17129,"Menard, IL",468783,496550,488757,522834,508499,498771,36892,39028,38415,41498,40466,40081,12707,12723,12723,12599,12566,12444
17131,"Mercer, IL",611650,664986,651587,671395,646942,642049,37262,40664,40224,41583,40490,40487,16415,16353,16199,16146,15978,15858
17133,"Monroe, IL",1460995,1528989,1591147,1598358,1674752,1737209,44258,46005,47739,47630,49703,51277,33011,33235,33330,33558,33695,33879
17135,"Montgomery, IL",907120,964132,937892,1061089,995651,960961,30147,32314,31677,36167,34264,33254,30090,29836,29608,29339,29058,28898
17137,"Morgan, IL",1201839,1259579,1264785,1289172,1259608,1245345,33837,35468,35771,36810,36067,35757,35519,35513,35358,35022,34924,34828
17139,"Moultrie, IL",613954,741851,898692,835932,822001,722261,41330,49725,60017,56028,55197,48373,14855,14919,14974,14920,14892,14931
17141,"Ogle, IL",1871132,2031169,2003639,2107743,2070517,2102399,35014,38217,37933,40274,39800,40698,53440,53149,52820,52335,52023,51659
17143,"Peoria, IL",7781240,8544080,8909804,8462934,8603288,8766540,41786,45780,47617,44919,45961,47076,186218,186632,187115,188406,187185,186221
17145,"Perry, IL",638208,692983,738141,764878,767568,737707,28583,31091,33762,35164,35532,34243,22328,22289,21863,21752,21602,21543
17147,"Piatt, IL",702056,747414,744658,773434,776654,756104,41981,44796,45073,47054,47222,46140,16723,16685,16521,16437,16447,16387
17149,"Pike, IL",508583,550833,544756,637530,599370,568464,31038,33665,33488,39561,37486,35553,16386,16362,16267,16115,15989,15989
17151,"Pope, IL",122316,126140,128262,127430,128803,134919,27456,28094,29622,29375,30172,31926,4455,4490,4330,4338,4269,4226
17153,"Pulaski, IL",195768,201163,195437,207142,192783,192899,31915,33516,32753,35151,33147,33973,6134,6002,5967,5893,5816,5678
17155,"Putnam, IL",223496,257595,274957,288806,286380,296498,37256,43127,46753,49649,49418,52533,5999,5973,5881,5817,5795,5644
17157,"Randolph, IL",1030721,1071884,1032207,1051378,1082085,1087563,30806,32153,31290,31743,32743,33105,33458,33337,32988,33122,33048,32852
17159,"Richland, IL",548878,566838,566232,624194,617229,605373,33848,34923,34994,38789,38330,37767,16216,16231,16181,16092,16103,16029
17161,"Rock Island, IL",5487563,5736718,5871544,5866134,5792255,5893826,37171,38911,39750,39736,39429,40332,147632,147431,147713,147626,146903,146133
17163,"St. Clair, IL",9781005,10069829,10135433,10171476,10409865,10749702,36177,37292,37727,38115,39201,40711,270364,270024,268655,266863,265552,264052
17165,"Saline, IL",821296,866953,887782,924549,903560,899261,32943,34743,35555,37178,36761,36633,24931,24953,24969,24868,24579,24548
17167,"Sangamon, IL",7684177,8034030,8085019,8251256,8498353,8705536,38849,40386,40568,41457,42683,43810,197797,198933,199296,199034,199103,198712
17169,"Schuyler, IL",274900,291766,298230,338593,323784,306386,36449,39064,39999,45992,44734,43570,7542,7469,7456,7362,7238,7032
17171,"Scott, IL",174522,189157,184444,197771,185547,172372,32713,36147,34853,37974,35917,33852,5335,5233,5292,5208,5166,5092
17173,"Shelby, IL",732712,791568,752278,856961,803493,767440,32770,35493,33818,38626,36408,35244,22359,22302,22245,22186,22069,21775
17175,"Stark, IL",195047,229513,218321,247426,216525,203649,32671,39293,36761,42001,37108,35185,5970,5841,5939,5891,5835,5788
17177,"Stephenson, IL",1599411,1711690,1754920,1772405,1774412,1773526,33562,36138,37387,37938,38281,38766,47656,47365,46939,46719,46352,45749
17179,"Tazewell, IL",5083430,5500013,5722214,5577963,5690499,5758500,37522,40505,42036,40942,41986,42719,135478,135787,136126,136242,135532,134800
17181,"Union, IL",601322,596740,590123,607269,605728,619346,33885,33733,33478,34584,34670,35578,17746,17690,17627,17559,17471,17408
17183,"Vermilion, IL",2616642,2756214,2754814,2849419,2828058,2824827,32062,33866,34093,35383,35423,35630,81613,81386,80804,80530,79837,79282
17185,"Wabash, IL",420915,450878,455145,489125,478437,472031,35356,38145,38825,42072,41427,40897,11905,11820,11723,11626,11549,11542
17187,"Warren, IL",563206,629335,615023,669153,626435,599910,31794,35269,34690,38007,35191,34228,17714,17844,17729,17606,17801,17527
17189,"Washington, IL",670653,718507,653328,714913,700589,682225,45620,49253,44721,49557,48672,47808,14701,14588,14609,14426,14394,14270
17191,"Wayne, IL",546740,606782,605509,678351,642389,615598,32649,36503,36435,40872,38897,37484,16746,16623,16619,16597,16515,16423
17193,"White, IL",549087,617557,611264,667778,642833,616265,37580,42322,41991,46063,44809,43014,14611,14592,14557,14497,14346,14327
17195,"Whiteside, IL",2039658,2198572,2215784,2228868,2227473,2253641,34868,37759,38345,38795,39021,39483,58496,58226,57785,57452,57084,57079
17197,"Will, IL",26647153,28036900,28950452,29514611,30619211,32179950,39250,41190,42426,43147,44659,46823,678910,680667,682369,684054,685621,687263
17199,"Williamson, IL",2405231,2502250,2613400,2610622,2648882,2722831,36202,37487,39137,38761,39381,40359,66440,66750,66776,67351,67263,67466
17201,"Winnebago, IL",9865021,10193483,10444223,10590752,10881931,11298474,33429,34711,35771,36407,37709,39357,295101,293669,291971,290902,288574,287078
17203,"Woodford, IL",1564960,1724953,1796515,1845031,1835649,1848017,40485,44302,46121,47092,46787,47111,38655,38936,38952,39179,39234,39227
18000,Indiana state total,227692069,242797724,253770962,257170310,266952598,277628668,35080,37257,38813,39140,40460,41940,6490590,6516845,6538283,6570518,6597880,6619680
18001,"Adams, IN",959442,1060576,1143684,1157440,1209345,1220265,27846,30854,33219,33384,34795,34885,34455,34374,34429,34671,34756,34980
18003,"Allen, IN",12211609,13053670,13723126,13757734,14550941,15301020,34313,36383,38029,37851,39789,41528,355890,358782,360859,363473,365701,368450
18005,"Bartholomew, IN",2874890,3118065,3382878,3368260,3565222,3698921,37411,40166,42862,42365,44443,45575,76846,77630,78924,79505,80220,81162
18007,"Benton, IN",296752,348006,326293,379122,331654,307327,33509,39296,37049,43492,38134,35402,8856,8856,8807,8717,8697,8681
18009,"Blackford, IN",395759,410711,422735,428930,427511,435930,31040,32421,33708,34389,34474,35447,12750,12668,12541,12473,12401,12298
18011,"Boone, IN",2885239,3175902,3383108,3624402,3798487,3965512,50756,54867,57281,59949,61459,62603,56845,57884,59062,60458,61805,63344
18013,"Brown, IN",514318,547299,577134,578731,594178,620141,33837,36332,38338,38508,39792,41406,15200,15064,15054,15029,14932,14977
18015,"Carroll, IN",661148,721054,746106,779840,780011,768328,32758,35895,37079,38796,39189,38695,20183,20088,20122,20101,19904,19856
18017,"Cass, IN",1163561,1233230,1272705,1311743,1322926,1326059,29855,31720,32889,34079,34509,34916,38974,38879,38697,38491,38336,37979
18019,"Clark, IN",3954023,4303689,4482578,4426101,4505491,4699286,35765,38580,40056,39249,39418,40732,110557,111553,111908,112771,114301,115371
18021,"Clay, IN",801582,840685,855583,889134,901174,909056,29851,31274,31893,33257,34028,34300,26853,26881,26827,26735,26483,26503
18023,"Clinton, IN",992266,1060902,1093734,1105203,1137764,1130712,29885,32114,33200,33580,34824,34675,33203,33035,32944,32913,32672,32609
18025,"Crawford, IN",282527,295168,307382,307480,325834,338466,26365,27825,28865,29046,30661,32287,10716,10608,10649,10586,10627,10483
18027,"Daviess, IN",1003661,1094250,1135848,1212508,1226107,1255909,31617,34248,35330,37535,37444,38167,31744,31951,32150,32303,32745,32906
18029,"Dearborn, IN",1752735,1826393,1919306,1945950,1999087,2074772,34985,36521,38576,39111,40449,41953,50099,50009,49754,49755,49423,49455
18031,"Decatur, IN",849046,889480,934030,980735,1007745,1010320,32920,34361,35844,37398,38012,38095,25791,25886,26058,26224,26511,26521
18033,"DeKalb, IN",1318541,1447929,1493950,1514854,1565670,1616027,31176,34103,35315,35739,36832,37945,42293,42457,42303,42387,42508,42589
18035,"Delaware, IN",3289447,3433050,3589244,3607883,3726461,3843923,27950,29137,30582,30722,31795,32896,117692,117824,117364,117435,117201,116852
18037,"Dubois, IN",1661419,1838430,1906350,1934718,2105557,2163106,39646,43568,45284,45700,49702,50943,41906,42197,42098,42335,42364,42461
18039,"Elkhart, IN",5975560,6396334,6881433,7125872,7705858,8114853,30260,32222,34540,35545,38197,39882,197471,198509,199229,200476,201739,203474
18041,"Fayette, IN",707378,744937,771141,786985,810456,830814,29071,30837,32189,32993,34537,35453,24333,24157,23957,23853,23466,23434
18043,"Floyd, IN",2864336,3047435,3233111,3317240,3561658,3747954,38340,40612,42905,43592,46721,48815,74708,75037,75355,76098,76233,76778
18045,"Fountain, IN",541105,580497,602912,628432,591951,578318,31330,33870,35242,37234,35397,34857,17271,17139,17108,16878,16723,16591
18047,"Franklin, IN",840909,882441,907469,921740,919600,954872,36463,38367,39483,40216,40161,41749,23062,23000,22984,22920,22898,22872
18049,"Fulton, IN",658266,712780,747326,755273,749135,761076,31620,34351,36185,36960,36573,37464,20818,20750,20653,20435,20483,20315
18051,"Gibson, IN",1128315,1187653,1216999,1317489,1337260,1356795,33627,35382,36245,39239,39511,40172,33554,33567,33577,33576,33845,33775
18053,"Grant, IN",2137717,2242845,2355344,2388196,2425946,2495838,30567,32221,34023,34596,35348,36715,69935,69609,69228,69031,68631,67979
18055,"Greene, IN",1024731,1073444,1107252,1102011,1144751,1161579,30897,32440,33541,33600,34972,35806,33166,33090,33012,32798,32733,32441
18057,"Hamilton, IN",14723041,16043073,17140466,17790487,19100890,20023043,53248,56621,59154,59881,62981,64654,276501,283340,289761,297097,303278,309697
18059,"Hancock, IN",2696678,2804407,2964347,2985882,3073817,3186583,38402,39838,41947,42001,42714,43941,70223,70396,70669,71090,71963,72520
18061,"Harrison, IN",1298746,1343340,1386120,1393792,1435318,1510548,33003,34256,35480,35692,36580,38166,39352,39215,39068,39051,39238,39578
18063,"Hendricks, IN",5463854,5821429,6063448,6302971,6574416,6856806,37459,39173,40233,41039,42121,43345,145863,148607,150707,153585,156083,158192
18065,"Henry, IN",1427433,1490636,1548744,1574902,1612322,1645346,28844,30199,31439,32107,32856,33589,49488,49360,49262,49051,49072,48985
18067,"Howard, IN",2570379,2730433,2847206,2887248,2988439,3084001,31069,32956,34345,34860,36139,37356,82731,82851,82900,82825,82693,82556
18069,"Huntington, IN",1172101,1247245,1297768,1320833,1330889,1363548,31579,33540,35081,35875,36278,37225,37116,37187,36993,36818,36686,36630
18071,"Jackson, IN",1465723,1527258,1594908,1605592,1681410,1747116,34424,35571,37063,36898,38386,39645,42578,42935,43032,43514,43803,44069
18073,"Jasper, IN",1119931,1223511,1259931,1325535,1336495,1394933,33417,36616,37635,39672,39938,41677,33514,33415,33478,33412,33464,33470
18075,"Jay, IN",638546,699641,738160,760216,798929,837697,30160,32739,34553,35735,37780,39662,21172,21370,21363,21274,21147,21121
18077,"Jefferson, IN",1051902,1102674,1151825,1151248,1189781,1249185,32443,34136,35421,35422,36576,38536,32423,32302,32518,32501,32529,32416
18079,"Jennings, IN",794915,835471,892820,906897,937343,968869,27916,29622,31673,32067,33481,34730,28475,28204,28189,28281,27996,27897
18081,"Johnson, IN",5149302,5452505,5788995,5925339,6188912,6458297,36707,38461,40319,40652,41962,43161,140281,141766,143579,145759,147489,149633
18083,"Knox, IN",1330919,1397090,1461363,1534796,1574696,1563863,34669,36319,38410,40365,41609,41234,38389,38467,38046,38023,37845,37927
18085,"Kosciusko, IN",2614158,2787168,2921317,3053214,3197149,3527183,33801,36027,37641,39206,40757,44864,77340,77363,77610,77876,78445,78620
18087,"Lagrange, IN",914361,1013290,1108900,1173296,1259871,1325339,24609,27035,29478,30836,32756,34150,37156,37480,37618,38049,38462,38809
18089,"Lake, IN",16779083,17586252,18256630,18103423,18584700,19463868,33830,35543,37017,36829,37884,39896,495987,494788,493192,491560,490574,487865
18091,"LaPorte, IN",3527928,3750744,3951059,3931508,4039319,4194402,31654,33723,35524,35299,36164,37827,111454,111223,111223,111376,111695,110884
18093,"Lawrence, IN",1408735,1476890,1517456,1509025,1578374,1640478,30542,32051,32962,32916,34602,36058,46124,46079,46036,45845,45615,45495
18095,"Madison, IN",3816483,3950051,4115485,4161433,4349883,4582890,28992,30149,31595,31913,33461,35328,131637,131018,130259,130401,129999,129723
18097,"Marion, IN",37182040,40070457,41430836,41197692,42449278,44610603,41100,43992,45095,44369,45423,47508,904668,910861,918748,928515,934531,939020
18099,"Marshall, IN",1452433,1540867,1583440,1646926,1692772,1731729,30897,32812,33696,35051,36006,36958,47009,46960,46992,46986,47013,46857
18101,"Martin, IN",345512,369866,364327,368806,386168,396645,33325,35798,35310,36076,37826,38788,10368,10332,10318,10223,10209,10226
18103,"Miami, IN",940207,999676,1038615,1071734,1108207,1115207,25551,27323,28456,29668,30798,31097,36797,36587,36499,36124,35983,35862
18105,"Monroe, IN",4196963,4447337,4647974,4670361,4877047,5113157,30291,31694,32889,32867,33970,35335,138557,140322,141324,142097,143571,144705
18107,"Montgomery, IN",1270494,1321177,1333603,1430179,1431429,1456146,33358,34477,34940,37551,37610,38092,38087,38321,38168,38086,38060,38227
18109,"Morgan, IN",2340859,2470287,2559724,2625550,2673556,2737115,33843,35697,36993,37842,38419,39299,69169,69201,69195,69381,69590,69648
18111,"Newton, IN",438325,483088,490903,524731,524270,524419,30781,34225,34910,37403,37256,37437,14240,14115,14062,14029,14072,14008
18113,"Noble, IN",1329494,1444175,1515133,1553958,1634157,1698229,28003,30425,31942,32714,34335,35578,47476,47466,47434,47501,47595,47733
18115,"Ohio, IN",267502,211420,200332,198169,209852,215952,43781,34739,32804,32886,34929,36368,6110,6086,6107,6026,6008,5938
18117,"Orange, IN",570677,615824,648631,652027,651984,653003,28819,30938,32939,33037,33119,33308,19802,19905,19692,19736,19686,19605
