15,86,36.138
15,87,81.596
15,88,29.165
15,96,68.711
15,98,72.201
15,100,39.83
15,111,64.425
15,115,46.904
15,120,24.408
15,121,32.854
15,123,45.866
15,131,99.08
15,141,64.751
15,160,62.886
17,31,61.576
17,33,5.1969
17,34,11.282
17,38,21.529
17,42,25.615
17,50,9.2898
17,53,17.316
17,59,12.414
17,60,34.641
17,61,6.3682
17,63,12.771
17,65,29.28
17,70,6.3633
17,77,11.343
17,79,8.4252
17,81,11.491
17,82,6.7954
17,84,2.6856
17,86,11.46
17,87,36.139
17,88,22.063
17,96,23.394
17,98,25.968
17,100,6.8359
17,111,21.16
17,115,4.081
17,120,27.799
17,121,15.537
17,123,5.5669
17,131,57.052
17,141,19.054
17,160,17.474
31,33,65.086
31,34,52.869
31,38,82.965
31,42,36.191
31,50,69.317
31,53,44.758
31,59,67.045
31,60,27.454
31,61,67.854
31,63,74.287
31,65,88.378
31,70,55.281
31,77,50.197
31,79,53.142
31,81,51.068
31,82,57.134
31,84,60.213
31,86,52.864
31,87,94.758
31,88,40.828
31,96,82.127
31,98,87.088
31,100,55.767
31,111,76.81
31,115,63.006
31,120,34.923
31,121,46.43
31,123,62.302
31,131,116.81
31,141,80.548
31,160,76.615
33,34,16.392
33,38,18.956
33,42,29.65
33,50,10.143
33,53,20.366
33,59,7.7454
33,60,38.652
33,61,5.4635
33,63,10.273
33,65,28.547
33,70,10.095
33,77,15.295
33,79,12.267
33,81,16.301
33,82,8.1298
33,84,7.8483
33,86,12.927
33,87,35.369
33,88,26.588
33,96,23.202
33,98,23.826
33,100,9.3238
33,111,22.538
33,115,2.0831
33,120,32.13
33,121,19.93
33,123,3.3493
33,131,52.538
33,141,15.828
33,160,17.579
34,38,30.877
34,42,16.844
34,50,16.741
34,53,12.95
34,59,22.766
34,60,25.466
34,61,16.53
34,63,22.749
34,65,35.624
34,70,8.2856
34,77,6.9976
34,79,7.3755
34,81,2.8386
34,82,12.494
34,84,8.882
34,86,13.606
34,87,42.155
34,88,12.114
34,96,29.363
34,98,34.557
34,100,10.666
34,111,24.598
34,115,14.84
34,120,18.08
34,121,7.0813
34,123,15.557
34,131,67.985
34,141,29.189
34,160,23.782
38,42,46.917
38,50,14.22
38,53,38.805
38,59,21.767
38,60,55.89
38,61,15.17
38,63,8.8285
38,65,12.557
38,70,27.892
38,77,32.849
38,79,29.968
38,81,32.167
38,82,27.009
38,84,22.8
38,86,31.882
38,87,18.446
38,88,42.822
38,96,10.772
38,98,5.1266
38,100,27.887
38,111,16.171
38,115,20.947
38,120,48.748
38,121,36.674
38,123,22.272
38,131,38.714
38,141,4.0059
38,160,10.36
42,50,33.152
42,53,10.664
42,59,33.231
42,60,9.0309
42,61,31.855
42,63,38.303
42,65,52.429
42,70,19.588
42,77,14.382
42,79,17.409
42,81,14.892
42,82,22.244
42,84,24.107
42,86,18.998
42,87,58.957
42,88,5.4576
42,96,46.173
42,98,50.944
42,100,20.564
42,111,41.28
42,115,27.629
42,120,3.632
42,121,10.254
42,123,27.288
42,131,82.189
42,141,44.658
42,160,40.547
50,53,26.13
50,59,17.207
50,60,42.041
50,61,4.7862
50,63,7.1577
50,65,20.101
50,70,15.298
50,77,19.672
50,79,17.094
50,81,18.282
50,82,16.007
50,84,9.4598
50,86,20.757
50,87,26.941
50,88,28.804
50,96,14.123
50,98,17.842
50,100,16.121
50,111,12.416
50,115,11.122
50,120,34.763
50,121,22.929
50,123,12.995
50,131,52.302
50,141,13.138
50,160,8.1923
53,59,22.853
53,60,19.072
53,61,23.649
53,63,29.952
53,65,46.132
53,70,10.952
53,77,6.6887
53,79,9.0274
53,81,10.116
53,82,12.38
53,84,16.654
53,86,8.4673
53,87,52.92
53,88,10.667
53,96,40.026
53,98,43.257
53,100,11.048
53,111,36.375
53,115,18.279
53,120,14.022
53,121,6.9726
53,123,17.55
53,131,72.309
53,141,36.022
53,160,34.13
59,60,41.875
59,61,12.446
59,63,14.555
59,65,33.161
59,70,15.003
59,77,19.634
59,79,16.881
59,81,21.935
59,82,11.243
59,84,15.067
59,86,14.389
59,87,39.72
59,88,31.182
59,96,28.614
59,98,26.865
59,100,13.145
59,111,29.246
59,115,8.3339
59,120,36.154
59,121,24.577
59,123,7.2193
59,131,49.734
59,141,17.889
59,160,23.568
60,61,40.867
60,63,47.313
60,65,60.976
60,70,28.611
60,77,23.408
60,79,26.432
60,81,23.755
60,82,31.13
60,84,33.09
60,86,27.559
60,87,67.386
60,88,13.386
60,96,54.72
60,98,59.836
60,100,29.51
60,111,49.486
60,115,36.629
60,120,7.5127
60,121,19.21
60,123,36.227
60,131,91.16
60,141,53.68
60,160,49.212
61,63,6.449
61,65,23.48
61,70,12.728
61,77,17.683
61,79,14.793
61,81,17.349
61,82,12.355
61,84,7.8467
61,86,17.257
61,87,30.342
61,88,28.042
61,96,17.909
61,98,19.637
61,100,12.919
61,111,17.106
61,115,6.7673
61,120,33.883
61,121,21.677
61,123,8.5562
61,131,51.432
61,141,12.833
61,160,12.177
63,65,18.73
63,70,19.096
63,77,24.115
63,79,21.196
63,81,23.741
63,82,18.21
63,84,14.255
63,86,23.102
63,87,25.436
63,88,34.437
63,96,14.095
63,98,13.572
63,100,19.054
63,111,15.841
63,115,12.185
63,120,40.303
63,121,28.118
63,123,13.621
63,131,45.425
63,141,6.4403
63,160,9.5248
65,70,35.435
65,77,39.681
65,79,37.206
65,81,37.735
65,82,35.83
65,84,29.553
65,86,40.702
65,87,6.8767
65,88,47.683
65,96,6.271
65,98,8.5709
65,100,36.166
65,111,12.463
65,115,30.222
65,120,53.609
65,121,42.458
65,123,31.905
65,131,43.363
65,141,16.439
65,160,12.044
70,77,5.2066
70,79,2.1784
70,81,6.9698
70,82,4.2113
70,84,5.9782
70,86,6.485
70,87,42.202
70,88,16.593
70,96,29.353
70,98,32.322
70,100,2.4126
70,111,26.342
70,115,8.0996
70,120,22.049
70,121,9.9042
70,123,8.1083
70,131,62.647
70,141,25.284
70,160,23.424
77,79,3.0292
77,81,4.3106
77,82,8.4011
77,84,10.231
77,86,7.3225
77,87,46.364
77,88,11.582
77,96,33.456
77,98,37.129
77,100,6.512
77,111,29.697
77,115,13.285
77,120,16.88
77,121,4.95
77,123,13.119
77,131,67.849
77,141,30.384
77,160,27.585
79,81,5.4589
79,82,5.7406
79,84,7.6386
79,86,6.3059
79,87,43.941
79,88,14.491
79,96,31.055
79,98,34.335
79,100,3.7867
79,111,27.708
79,115,10.262
79,120,19.889
79,121,7.8037
79,123,10.168
79,131,64.82
79,141,27.421
79,160,25.142
81,82,11.082
81,84,9.5055
81,86,11.339
81,87,44.3
81,88,10.699
81,96,31.435
81,98,36.096
81,100,9.1455
81,111,26.998
81,115,14.524
81,120,16.586
81,121,4.7155
81,123,14.903
81,131,68.564
81,141,30.175
81,160,25.723
82,84,7.9908
82,86,4.9091
82,87,42.626
82,88,19.955
82,96,30.016
82,98,31.739
82,100,1.9538
82,111,27.941
82,115,6.0795
82,120,25.042
82,121,13.344
82,123,5.1695
82,131,60.011
82,141,23.947
82,160,24.133
84,86,12.072
84,87,36.319
84,88,20.198
84,96,23.435
84,98,26.954
84,100,7.3535
84,111,20.416
84,115,6.7369
84,120,26.05
84,121,13.883
84,123,8.0798
84,131,59.154
84,141,20.674
84,160,17.515
86,87,47.477
86,88,17.783
86,96,34.812
86,98,36.626
86,100,4.7299
86,111,32.416
86,115,10.921
86,120,22.151
86,121,11.755
86,123,9.7437
86,131,63.981
86,141,28.728
86,160,28.907
87,88,54.145
87,96,12.939
87,98,13.649
87,100,43.053
87,111,18.161
87,115,37.093
87,120,60.033
87,121,49.107
87,123,38.761
87,131,42.853
87,141,22.458
87,160,18.841
88,96,41.351
88,98,46.631
88,100,18.104
88,111,36.19
88,115,24.678
88,120,5.9653
88,121,6.6945
88,123,24.675
88,131,79.13
88,141,40.879
88,160,35.857
96,98,9.4092
96,100,30.263
96,111,7.0147
96,115,24.696
96,120,47.333
96,121,36.197
96,123,26.461
96,131,46.774
96,141,13.839
96,160,5.9405
98,100,32.543
98,111,16.122
98,115,25.773
98,120,52.614
98,121,40.731
98,123,27.187
98,131,37.482
98,141,9.0644
98,160,11.829
100,111,27.692
100,115,7.2409
100,120,23.274
100,121,11.445
100,123,6.7199
100,131,61.609
100,141,25.005
100,160,24.293
111,115,23.52
111,120,42.057
111,121,31.674
111,123,25.401
111,131,53.645
111,141,18.18
111,160,6.5149
115,120,30.14
115,121,17.978
115,123,1.8875
115,131,54.546
115,141,17.874
115,160,18.921
120,121,12.271
120,123,29.991
120,131,84.743
120,141,46.73
120,160,41.804
121,123,17.978
121,131,72.487
121,141,34.508
121,160,30.43
123,131,54.889
123,141,19.018
123,160,20.726
131,141,39.076
131,160,48.727
141,160,11.796
