districtID,NAME,所属省,区县,经济,Area_km2,province,city,county,town2010,Popu,Popu_float,Area_COMP,Pop_Sum,Dens_Pob
192,城南街道,北京市,昌平区,1216.8,5.42411000000,,,,,21507,9554,5.42411000000,31061,5726.47000000000
193,峪口地区,北京市,平谷区,100.2,63.51030000000,北京市,北京市,平谷区,峪口地区,26493,3221,63.51030000000,29714,467.86100000000
194,王辛庄镇,北京市,平谷区,31.9,63.52000000000,北京市,北京市,平谷区,王辛庄镇,29686,3153,63.52000000000,32839,516.98700000000
195,城南,北京市,昌平区,,8.87967000000,北京市,北京市,昌平区,城南街道,36039,16010,8.87967000000,52049,5861.59000000000
196,城北街道,北京市,昌平区,2860.5,17.79910000000,北京市,北京市,昌平区,城北街道,187228,55089,17.79910000000,242317,13614.00000000000
197,赵全营镇,北京市,顺义区,574,64.79230000000,北京市,北京市,顺义区,赵全营镇,30482,8500,64.79230000000,38982,601.64600000000
198,北小营镇,北京市,顺义区,406,55.81530000000,北京市,北京市,顺义区,北小营镇,37959,8109,55.81530000000,46068,825.36500000000
199,山东庄镇,北京市,平谷区,51.2,43.90370000000,北京市,北京市,平谷区,山东庄镇,16439,1727,43.90370000000,18166,413.76900000000
200,牛栏山镇,北京市,顺义区,406,36.88360000000,北京市,北京市,顺义区,牛栏山地区,35789,9230,36.88360000000,45019,1220.57000000000
201,南邵镇,北京市,昌平区,239.4,70.56450000000,北京市,北京市,昌平区,南邵镇,24180,9922,70.56450000000,34102,483.27400000000
202,阳坊镇,北京市,昌平区,72.4,311.53600000000,北京市,北京市,昌平区,流村镇,17900,2617,311.53600000000,20517,65.85760000000
203,北石槽镇,北京市,顺义区,224,32.24020000000,北京市,北京市,顺义区,北石槽镇,15386,3295,32.24020000000,18681,579.43200000000
204,龙湾屯镇,北京市,顺义区,196,57.57830000000,北京市,北京市,顺义区,龙湾屯镇,15457,1540,57.57830000000,16997,295.19800000000
205,刘家店镇,北京市,平谷区,49,36.00410000000,北京市,北京市,平谷区,刘家店镇,7509,411,36.00410000000,7920,219.97500000000
206,庙城地区,北京市,怀柔区,160.9,31.77280000000,北京市,北京市,怀柔区,庙城地区,34027,12854,31.77280000000,46881,1475.51000000000
207,崔村镇,北京市,昌平区,35,64.57270000000,北京市,北京市,昌平区,崔村镇,21319,8553,64.57270000000,29872,462.61000000000
208,杨宋镇,北京市,怀柔区,176.7,30.64910000000,北京市,北京市,怀柔区,杨宋镇,24642,9215,30.64910000000,33857,1104.67000000000
209,木林镇,北京市,顺义区,350,83.62030000000,北京市,北京市,顺义区,木林镇,33557,4183,83.62030000000,37740,451.32600000000
210,熊儿寨乡,北京市,平谷区,41,58.69350000000,北京市,北京市,平谷区,熊儿寨乡,3414,129,58.69350000000,3543,60.36440000000
211,龙山街道,北京市,怀柔区,,2.84072000000,北京市,北京市,怀柔区,龙山街道,44203,6283,2.84072000000,50486,17772.30000000000
212,南口镇,北京市,昌平区,190.4,188.03800000000,北京市,北京市,昌平区,南口地区,67811,25348,188.03800000000,93159,495.42600000000
213,兴寿镇,北京市,昌平区,61.8,150.96700000000,北京市,北京市,昌平区,兴寿镇,33139,7926,150.96700000000,41065,272.01300000000
214,泉河街道,北京市,怀柔区,,3.10015000000,北京市,北京市,怀柔区,泉河街道,54471,7807,3.10015000000,62278,20088.70000000000
215,十三陵镇,北京市,昌平区,49.4,68.27440000000,北京市,北京市,昌平区,十三陵镇,20911,4057,68.27440000000,24968,365.70100000000
216,东邵渠镇,北京市,密云区,43.387,108.13900000000,北京市,北京市,密云县,东邵渠镇,12276,727,108.13900000000,13003,120.24300000000
217,大华山镇,北京市,平谷区,54.5,97.81860000000,北京市,北京市,平谷区,大华山镇,16396,840,97.81860000000,17236,176.20400000000
218,北房镇,北京市,怀柔区,76.5,42.01760000000,北京市,北京市,怀柔区,北房镇,24541,7739,42.01760000000,32280,768.24900000000
219,镇罗营镇,北京市,平谷区,12.3,80.18180000000,北京市,北京市,平谷区,镇罗营镇,8875,410,80.18180000000,9285,115.79900000000
220,十里堡镇,北京市,密云区,132.289,97.54370000000,北京市,北京市,密云县,河南寨镇,24067,3695,97.54370000000,27762,284.61100000000
221,桥梓镇,北京市,怀柔区,81.5,113.56400000000,北京市,北京市,怀柔区,桥梓镇,21914,3916,113.56400000000,25830,227.44900000000
222,长陵镇,北京市,昌平区,,137.33000000000,北京市,北京市,昌平区,长陵镇,15024,1551,137.33000000000,16575,120.69500000000
223,檀营地区(满族蒙古族乡),北京市,密云区,48,2.92802000000,北京市,北京市,密云县,檀营地区,7571,1880,2.92802000000,9451,3227.78000000000
224,怀柔地区,北京市,怀柔区,,56.82310000000,北京市,北京市,怀柔区,怀柔地区,66485,32605,56.82310000000,99090,1743.83000000000
225,密云镇,北京市,密云区,141.939,32.70140000000,北京市,北京市,密云县,果园街道,52840,9064,32.70140000000,61904,1893.01000000000
226,八达岭镇,北京市,延庆区,67.46927,100.48100000000,北京市,北京市,延庆县,八达岭镇,8094,1435,100.48100000000,9529,94.83380000000
227,巨各庄镇,北京市,密云区,183.76,109.27900000000,北京市,北京市,密云县,巨各庄镇,23017,2518,109.27900000000,25535,233.66800000000
228,大榆树镇,北京市,延庆区,17.42575,60.49220000000,北京市,北京市,延庆县,大榆树镇,21630,7125,60.49220000000,28755,475.35100000000
229,大城子镇,北京市,密云区,39.023,142.20100000000,北京市,北京市,密云县,大城子镇,11648,363,142.20100000000,12011,84.46490000000
230,大庄科乡,北京市,延庆区,0.96379,128.39400000000,北京市,北京市,延庆县,大庄科乡,5276,74,128.39400000000,5350,41.66860000000
231,渤海镇,北京市,怀柔区,22.9,150.95800000000,北京市,北京市,怀柔区,渤海镇,14016,1258,150.95800000000,15274,101.18000000000
232,九渡河镇,北京市,怀柔区,77.3,177.43000000000,北京市,北京市,怀柔区,九渡河镇,15206,476,177.43000000000,15682,88.38420000000
233,穆家峪镇,北京市,密云区,137.038,122.59600000000,北京市,北京市,密云县,穆家峪镇,33145,4992,122.59600000000,38137,311.07900000000
234,井庄镇,北京市,延庆区,4.92486,129.34100000000,北京市,北京市,延庆县,井庄镇,10646,656,129.34100000000,11302,87.38140000000
235,延庆镇,北京市,延庆区,83.26289,69.98120000000,北京市,北京市,延庆县,延庆镇,125659,14176,69.98120000000,139835,1998.18000000000
236,溪翁庄镇,北京市,密云区,197.566,110.38300000000,北京市,北京市,密云县,溪翁庄镇,19811,2370,110.38300000000,22181,200.94600000000
237,沈家营镇,北京市,延庆区,6.61219,30.19660000000,北京市,北京市,延庆县,沈家营镇,12021,1078,30.19660000000,13099,433.79100000000
238,西田各庄镇,北京市,密云区,136.926,129.86500000000,北京市,北京市,密云县,西田各庄镇,36056,2417,129.86500000000,38473,296.25400000000
239,北庄镇,北京市,密云区,34.564,83.84780000000,北京市,北京市,密云县,北庄镇,7769,1002,83.84780000000,8771,104.60600000000
240,怀北镇,北京市,怀柔区,100.9,102.08300000000,北京市,北京市,怀柔区,怀北镇,12475,2884,102.08300000000,15359,150.45600000000
241,雁栖地区,北京市,怀柔区,509.2,154.07800000000,北京市,北京市,怀柔区,雁栖地区,25933,12860,154.07800000000,38793,251.77500000000
242,永宁镇,北京市,延庆区,7.75906,146.17600000000,北京市,北京市,延庆县,永宁镇,24075,1059,146.17600000000,25134,171.94300000000
243,张山营镇,北京市,延庆区,25.21838,257.37300000000,北京市,北京市,延庆县,张山营镇,23769,1477,257.37300000000,25246,98.09110000000
244,旧县镇,北京市,延庆区,8.83941,106.04700000000,北京市,北京市,延庆县,旧县镇,19932,1661,106.04700000000,21593,203.61700000000
245,四海镇,北京市,延庆区,1.01622,117.13100000000,北京市,北京市,延庆县,四海镇,6001,79,117.13100000000,6080,51.90770000000
246,刘斌堡乡,北京市,延庆区,1.39234,119.53500000000,北京市,北京市,延庆县,刘斌堡乡,6088,125,119.53500000000,6213,51.97640000000
247,太师屯镇,北京市,密云区,98.753,219.86100000000,北京市,北京市,密云县,太师屯镇,27311,3432,219.86100000000,30743,139.82900000000
248,珍珠泉乡,北京市,延庆区,0.62131,140.56700000000,北京市,北京市,延庆县,珍珠泉乡,3503,71,140.56700000000,3574,25.42560000000
249,新城子镇,北京市,密云区,28.383,152.83100000000,北京市,北京市,密云县,新城子镇,7993,402,152.83100000000,8395,54.93000000000
250,琉璃庙镇,北京市,怀柔区,3.3,225.44700000000,北京市,北京市,怀柔区,琉璃庙镇,5938,664,225.44700000000,6602,29.28400000000
251,高岭镇,北京市,密云区,36.622,118.87400000000,北京市,北京市,密云县,高岭镇,14186,471,118.87400000000,14657,123.29900000000
252,石城镇,北京市,密云区,21.673,254.66100000000,北京市,北京市,密云县,石城镇,5453,197,254.66100000000,5650,22.18640000000
253,古北口镇,北京市,密云区,51.756,85.10370000000,北京市,北京市,密云县,古北口镇,7932,354,85.10370000000,8286,97.36360000000
254,不老屯镇,北京市,密云区,19.665,225.79900000000,北京市,北京市,密云县,不老屯镇,15810,429,225.79900000000,16239,71.91790000000
255,香营乡,北京市,延庆区,3.96848,115.83100000000,北京市,北京市,延庆县,香营乡,7782,379,115.83100000000,8161,70.45610000000
256,千家店镇,北京市,延庆区,3.08789,365.64800000000,北京市,北京市,延庆县,千家店镇,9463,184,365.64800000000,9647,26.38330000000
257,冯家峪镇,北京市,密云区,27.912,218.60700000000,北京市,北京市,密云县,冯家峪镇,6640,444,218.60700000000,7084,32.40520000000
258,汤河口镇,北京市,怀柔区,22.8,224.46900000000,北京市,北京市,怀柔区,汤河口镇,6372,456,224.46900000000,6828,30.41850000000
259,长哨营满族乡,北京市,怀柔区,2.4,249.31300000000,北京市,北京市,怀柔区,长哨营满族乡,6570,400,249.31300000000,6970,27.95680000000
260,宝山镇,北京市,怀柔区,2.6,250.45500000000,北京市,北京市,怀柔区,宝山镇,8244,425,250.45500000000,8669,34.61300000000
261,喇叭沟门满族乡,北京市,怀柔区,3.6,296.81500000000,北京市,北京市,怀柔区,喇叭沟门满族乡,4895,414,296.81500000000,5309,17.88660000000
262,黄松峪乡,北京市,平谷区,12.4,64.24500000000,北京市,北京市,平谷区,黄松峪乡,5498,537,64.24500000000,6035,93.93730000000
263,漷县镇,北京市,通州区,266.3,111.12700000000,北京市,北京市,通州区,漷县镇,61413,12264,111.12700000000,73677,662.99800000000
264,金海湖地区,北京市,平谷区,37.9,128.76400000000,北京市,北京市,平谷区,金海湖地区,26835,1566,128.76400000000,28401,220.56600000000
265,蒲洼乡,北京市,房山区,1,88.24090000000,北京市,北京市,房山区,蒲洼乡,2472,67,88.24090000000,2539,28.77350000000
266,张坊镇,北京市,房山区,10.8,121.55400000000,北京市,北京市,房山区,张坊镇,18446,1151,121.55400000000,19597,161.22100000000
267,大石窝镇,北京市,房山区,20.9,90.58470000000,北京市,北京市,房山区,大石窝镇,31139,1853,90.58470000000,32992,364.21200000000
268,长沟镇,北京市,房山区,62.6,41.41650000000,北京市,北京市,房山区,长沟镇,23791,1523,41.41650000000,25314,611.20600000000
269,韩村河镇,北京市,房山区,163.7,103.27600000000,北京市,北京市,房山区,韩村河镇,39210,2625,103.27600000000,41835,405.08000000000
270,礼贤镇,北京市,大兴区,23.7,91.77170000000,北京市,北京市,大兴区,礼贤镇,33347,3632,91.77170000000,36979,402.94600000000
271,庞各庄镇,北京市,大兴区,263.5,112.75000000000,北京市,北京市,大兴区,庞各庄镇,46632,8844,112.75000000000,55476,492.02700000000
272,清源街道,北京市,大兴区,571.2,12.33530000000,北京市,北京市,大兴区,清源街道,102402,32384,12.33530000000,134786,10926.90000000000
273,北臧村镇,北京市,大兴区,68,46.69730000000,北京市,北京市,大兴区,北臧村镇,31524,15450,46.69730000000,46974,1005.93000000000
274,兴丰街道,北京市,大兴区,267.2,21.94280000000,北京市,北京市,大兴区,兴丰街道,57478,14249,21.94280000000,71727,3268.82000000000
275,于家务回族乡,北京市,通州区,141.6,69.05540000000,北京市,北京市,通州区,于家务回族乡,27184,4739,69.05540000000,31923,462.28100000000
276,永乐店镇,北京市,通州区,220.7,97.90590000000,北京市,北京市,通州区,永乐店镇,40241,3839,97.90590000000,44080,450.22800000000
277,西集镇,北京市,通州区,213.6,99.45700000000,北京市,北京市,通州区,西集镇,43244,5159,99.45700000000,48403,486.67300000000
278,康庄镇,北京市,延庆区,385.87323,92.33350000000,北京市,北京市,延庆县,康庄镇,33487,9726,92.33350000000,43213,468.01000000000
279,天竺镇,北京市,顺义区,882,22.57560000000,北京市,北京市,顺义区,天竺地区,33342,19199,22.57560000000,52541,2327.34000000000
280,夏各庄镇,北京市,平谷区,39.2,54.87300000000,北京市,北京市,平谷区,夏各庄镇,20958,2559,54.87300000000,23517,428.57100000000
281,南独乐河镇,北京市,平谷区,17.3,69.19770000000,北京市,北京市,平谷区,南独乐河镇,20449,1181,69.19770000000,21630,312.58300000000
282,回龙观镇,北京市,昌平区,,7.00808000000,,,,,61101,33422,7.00808000000,94523,13487.70000000000
283,燕园街道,北京市,海淀区,,0.07759390000,,,,,0,0,0.07759390000,0,0.00000000000
284,燕园街道,北京市,海淀区,,0.17978300000,,,,,0,0,0.17978300000,0,0.00000000000
285,燕园街道,北京市,海淀区,,0.32751300000,,,,,0,0,0.32751300000,0,0.00000000000
286,崇文门外街道,北京市,东城区,747.2,1.30337000000,北京市,北京市,东城区,崇文门外街道,48817,15307,1.30337000000,64124,49198.60000000000
