meituan_id,lat,lon,districtID,districtName,districtProvince,districtRegion,economy
113867186,39.8418800000,116.3848800000,38,南苑乡,北京市,丰台区,32970.63375470000
1658586,39.8011700000,116.5013200000,31,亦庄地区（亦庄镇）,北京市,大兴区,46149.66923720000
5251111,40.1233060000,116.6696700000,171,仁和镇,北京市,顺义区,67257.35247529999
40313659,40.1233060000,116.6696700000,171,仁和镇,北京市,顺义区,67257.35247529999
6681869,40.0724140000,116.1609600000,166,苏家坨镇,北京市,海淀区,154519.30228700000
52532149,39.8834880000,116.3836750000,54,天桥街道,北京市,西城区,7950.72588930000
4663734,39.8690000000,116.4343100000,43,方庄地区,北京市,丰台区,10993.12432890000
2424803,39.9411900000,116.4189700000,111,北新桥街道,北京市,东城区,8565.32206353000
262542,39.9414600000,116.4291900000,113,东直门街道,北京市,东城区,9991.98166189000
1644313,39.9148060000,116.4130500000,76,建国门街道,北京市,东城区,8775.79791693000
541827,39.9077150000,116.4712100000,106,南磨房地区（乡）,北京市,朝阳区,61802.57892600000
5247746,39.8894400000,116.4369900000,60,龙潭街道,北京市,东城区,10758.87462050000
90240612,39.8554100000,116.3968300000,38,南苑乡,北京市,丰台区,32970.63375470000
1539714,39.9081200000,116.2971700000,79,羊坊店街道,北京市,海淀区,18888.52729850000
6533060,39.9502870000,116.3488200000,128,北太平庄街道,北京市,海淀区,25945.14294350000
40717074,39.9502870000,116.3488200000,128,北太平庄街道,北京市,海淀区,25945.14294350000
276370,39.9455030000,116.3572160000,128,北太平庄街道,北京市,海淀区,25945.14294350000
99574515,40.3204800000,116.6376100000,211,龙山街道,北京市,怀柔区,10676.03066340000
5483233,40.3095630000,116.6393800000,224,怀柔地区,北京市,怀柔区,86262.63522810000
41969720,39.9656520000,116.3230900000,120,北下关街道,北京市,海淀区,14775.91686260000
4244200,39.9653300000,116.3232600000,120,北下关街道,北京市,海淀区,14775.91686260000
295222,39.9656520000,116.3230900000,120,北下关街道,北京市,海淀区,14775.91686260000
96626191,39.8219530000,116.4062350000,38,南苑乡,北京市,丰台区,32970.63375470000
6048634,39.9099900000,116.4103500000,86,东华门街道,北京市,东城区,12669.84283290000
368215,39.8961900000,116.4193400000,286,崇文门外街道,北京市,东城区,6372.23100726000
52575457,39.8964200000,116.4193500000,286,崇文门外街道,北京市,东城区,6372.23100726000
355628,39.8961450000,116.4193650000,286,崇文门外街道,北京市,东城区,6372.23100726000
42097993,39.9035300000,116.2146800000,71,鲁谷街道,北京市,石景山区,16411.80986160000
2582706,39.8956950000,116.3357800000,64,广安门外街道,北京市,西城区,13688.78147470000
525876,39.9330370000,116.3267900000,99,甘家口街道,北京市,海淀区,15302.68053640000
4338087,39.9934900000,116.3339540000,144,学院路街道,北京市,海淀区,17331.71926620000
4782821,39.8933560000,116.2807000000,63,花乡乡,北京市,丰台区,71126.37857920000
5124651,39.8906750000,116.2312100000,63,花乡乡,北京市,丰台区,71126.37857920000
40948460,39.9191550000,116.2836300000,102,八里庄街道,北京市,海淀区,13825.50250260000
1652441,39.9004140000,116.3249700000,79,羊坊店街道,北京市,海淀区,18888.52729850000
515081,39.8901000000,116.3203500000,64,广安门外街道,北京市,西城区,13688.78147470000
264702,39.8847050000,116.4367400000,60,龙潭街道,北京市,东城区,10758.87462050000
40578157,39.8845440000,116.4371640000,60,龙潭街道,北京市,东城区,10758.87462050000
280750,39.8848800000,116.4672100000,106,南磨房地区（乡）,北京市,朝阳区,61802.57892600000
95338982,39.9009200000,116.3232800000,79,羊坊店街道,北京市,海淀区,18888.52729850000
6524538,39.8988150000,116.3338800000,78,月坛街道,北京市,西城区,11806.81261860000
42206305,39.8938560000,116.3361600000,64,广安门外街道,北京市,西城区,13688.78147470000
1149965,39.8935300000,116.3353400000,64,广安门外街道,北京市,西城区,13688.78147470000
2478397,39.8882870000,116.3439900000,66,广安门内街道,北京市,西城区,8552.68465524000
750611,39.9320030000,116.3508450000,101,新街口街道,北京市,西城区,12197.52703680000
3278503,39.8614100000,116.5007800000,106,南磨房地区（乡）,北京市,朝阳区,61802.57892600000
5341036,39.9508250000,116.4386440000,121,左家庄街道,北京市,朝阳区,21571.50019820000
280369,40.0022500000,116.4179900000,145,大屯街道,北京市,朝阳区,18521.15455660000
110280229,39.9161530000,116.4521500000,106,南磨房地区（乡）,北京市,朝阳区,61802.57892600000
118118317,39.9162670000,116.4533540000,106,南磨房地区（乡）,北京市,朝阳区,61802.57892600000
40199098,39.9341770000,116.5132800000,114,平房地区（乡）,北京市,朝阳区,43765.91070340000
1048776,39.9964370000,116.4568100000,141,望京街道,北京市,朝阳区,18678.59420130000
41890873,39.7988600000,116.3775100000,32,南苑街道,北京市,丰台区,40949.93523930000
298293,40.1402740000,116.6189800000,180,南法信镇,北京市,顺义区,33547.48413650000
2731529,40.1409300000,116.6176760000,180,南法信镇,北京市,顺义区,33547.48413650000
110906180,40.0349660000,116.6739350000,160,李桥镇,北京市,顺义区,64886.86687710000
350462,40.1397630000,116.6246640000,175,旺泉街道,北京市,顺义区,21295.24512870000
96656159,40.0789830000,116.5681000000,279,天竺镇,北京市,顺义区,49675.50023520000
92136775,40.0645600000,116.5765200000,161,机场街道,北京市,朝阳区,29685.51280220000
100589158,40.1397740000,116.6221850000,180,南法信镇,北京市,顺义区,33547.48413650000
1649635,39.9558100000,116.4326200000,122,香河园街道,北京市,朝阳区,9495.72844696000
51118350,39.8762500000,116.7016000000,70,玉桥街道,北京市,通州区,19148.15825770000
2442249,39.8887940000,116.2569300000,63,花乡乡,北京市,丰台区,71126.37857920000
40523923,39.8856120000,116.6434560000,57,梨园镇,北京市,通州区,29987.04559970000
1514984,39.8989300000,116.4517000000,106,南磨房地区（乡）,北京市,朝阳区,61802.57892600000
40549646,40.1762350000,116.6498260000,187,马坡镇,北京市,顺义区,41478.40321810000
2374348,39.9968000000,116.4643500000,141,望京街道,北京市,朝阳区,18678.59420130000
92426190,39.9036000000,116.2467900000,72,八宝山街道,北京市,石景山区,12456.79670430000
4497768,39.9595030000,116.5466000000,140,东坝地区（乡）,北京市,朝阳区,33952.68794360000
2411939,39.8549600000,116.3872200000,38,南苑乡,北京市,丰台区,32970.63375470000
6863864,39.8676800000,116.6577760000,57,梨园镇,北京市,通州区,29987.04559970000
41526929,40.0611270000,116.4102860000,177,北七家镇,北京市,昌平区,57522.51096420000
2523567,40.0743300000,116.3197900000,165,回龙观镇,北京市,昌平区,37755.02696860000
99394679,39.8159700000,116.2899600000,63,花乡乡,北京市,丰台区,71126.37857920000
105143512,39.9946500000,116.4101640000,145,大屯街道,北京市,朝阳区,18521.15455660000
99758508,40.1331830000,116.6472800000,173,胜利街道,北京市,顺义区,10232.32455280000
40741858,40.1363100000,117.0884800000,178,平谷镇,北京市,平谷区,46572.41971370000
5800448,39.7846100000,116.5177900000,31,亦庄地区（亦庄镇）,北京市,大兴区,46149.66923720000
1658492,39.8688900000,116.2710700000,63,花乡乡,北京市,丰台区,71126.37857920000
4847866,40.0049100000,116.3520360000,144,学院路街道,北京市,海淀区,17331.71926620000
117920843,39.7298500000,116.1417160000,20,拱辰街道,北京市,房山区,26805.86396250000
98430002,39.9407700000,116.4197600000,111,北新桥街道,北京市,东城区,8565.32206353000
99634214,39.9158940000,116.4116600000,87,朝阳门街道,北京市,东城区,5859.72445184000
1655976,39.8122440000,116.4553000000,33,旧宫地区（旧宫镇）,北京市,大兴区,43299.87483490000
109400493,39.9046440000,116.6401000000,74,北苑街道,北京市,通州区,14880.69360700000
1648231,39.8736080000,116.4511900000,48,潘家园街道,北京市,朝阳区,9719.33954049000
309337,39.8879300000,116.3854400000,54,天桥街道,北京市,西城区,7950.72588930000
115076613,39.7399860000,116.3328600000,274,兴丰街道,北京市,大兴区,29361.61877320000
5404112,39.9245300000,116.5722400000,114,平房地区（乡）,北京市,朝阳区,43765.91070340000
1525420,39.9083180000,116.5771600000,85,管庄地区（乡）,北京市,朝阳区,24321.53059440000
6043632,40.2270930000,116.2264000000,196,城北街道,北京市,昌平区,24368.26308070000
74044940,40.2256300000,116.2265700000,196,城北街道,北京市,昌平区,24368.26308070000
67315795,40.1313970000,116.6565250000,172,光明街道,北京市,顺义区,13200.52460580000
78783133,40.0871100000,116.5375700000,169,后沙峪镇,北京市,顺义区,53134.77663680000
74486771,40.0883500000,116.5368400000,169,后沙峪镇,北京市,顺义区,53134.77663680000
91177633,40.0868230000,116.5384400000,169,后沙峪镇,北京市,顺义区,53134.77663680000
93547588,40.0873370000,116.5368200000,169,后沙峪镇,北京市,顺义区,53134.77663680000
2514853,39.8982400000,116.4199500000,286,崇文门外街道,北京市,东城区,6372.23100726000
51743590,39.7570300000,116.1610200000,30,长阳镇,北京市,房山区,77204.62914710000
42724567,39.7568800000,116.1603700000,30,长阳镇,北京市,房山区,77204.62914710000
41278934,39.7567400000,116.1608200000,30,长阳镇,北京市,房山区,77204.62914710000
4805472,39.8062740000,116.5019000000,31,亦庄地区（亦庄镇）,北京市,大兴区,46149.66923720000
5897479,39.8055200000,116.5019000000,31,亦庄地区（亦庄镇）,北京市,大兴区,46149.66923720000
4968281,39.8047100000,116.5013200000,31,亦庄地区（亦庄镇）,北京市,大兴区,46149.66923720000
5790426,39.8060260000,116.5019400000,31,亦庄地区（亦庄镇）,北京市,大兴区,46149.66923720000
42921131,39.8053800000,116.5019100000,31,亦庄地区（亦庄镇）,北京市,大兴区,46149.66923720000
5294504,39.8062740000,116.5019000000,31,亦庄地区（亦庄镇）,北京市,大兴区,46149.66923720000
6600263,39.8048740000,116.5012050000,31,亦庄地区（亦庄镇）,北京市,大兴区,46149.66923720000
74953406,39.9049760000,116.6389600000,74,北苑街道,北京市,通州区,14880.69360700000
63763849,39.9047700000,116.6416550000,74,北苑街道,北京市,通州区,14880.69360700000
82247849,39.6866950000,116.3213700000,15,林校路街道,北京市,大兴区,45734.70701300000
92169288,39.6874920000,116.3205000000,15,林校路街道,北京市,大兴区,45734.70701300000
91629169,39.6860430000,116.3212100000,15,林校路街道,北京市,大兴区,45734.70701300000
6798493,39.9103930000,116.3760900000,84,西长安街道,北京市,西城区,11365.23423860000
286552,39.9319950000,116.3524250000,101,新街口街道,北京市,西城区,12197.52703680000
2409380,40.0092400000,116.3815600000,154,奥运村地区（乡）,北京市,朝阳区,29149.38049410000
42361772,39.8801960000,116.3262940000,64,广安门外街道,北京市,西城区,13688.78147470000
2410076,39.9324100000,116.5084150000,114,平房地区（乡）,北京市,朝阳区,43765.91070340000
5002607,40.0157200000,116.3464300000,144,学院路街道,北京市,海淀区,17331.71926620000
1513953,39.9534760000,116.3244100000,120,北下关街道,北京市,海淀区,14775.91686260000
276980,40.0687700000,116.4013440000,177,北七家镇,北京市,昌平区,57522.51096420000
41426857,40.1161100000,116.3578800000,177,北七家镇,北京市,昌平区,57522.51096420000
91613965,39.7409400000,116.1418100000,20,拱辰街道,北京市,房山区,26805.86396250000
90353819,39.9098430000,116.5167500000,92,高碑店地区（乡）,北京市,朝阳区,32500.37059550000
98661878,39.8802830000,116.6839450000,70,玉桥街道,北京市,通州区,19148.15825770000
52453830,39.8018500000,116.5330700000,31,亦庄地区（亦庄镇）,北京市,大兴区,46149.66923720000
83558354,39.9046900000,116.6405900000,74,北苑街道,北京市,通州区,14880.69360700000
98907700,40.0610120000,116.4110100000,177,北七家镇,北京市,昌平区,57522.51096420000
1494856,39.9688070000,116.4303300000,131,太阳宫地区（乡）,北京市,朝阳区,22543.48538690000
2859867,39.9919130000,116.4104100000,145,大屯街道,北京市,朝阳区,18521.15455660000
68133746,40.2388420000,116.1270600000,212,南口镇,北京市,昌平区,89624.30963530000
42632876,39.8580970000,116.2941740000,63,花乡乡,北京市,丰台区,71126.37857920000
2670214,39.8890700000,116.2569050000,63,花乡乡,北京市,丰台区,71126.37857920000
51080626,39.7286260000,116.3325200000,274,兴丰街道,北京市,大兴区,29361.61877320000
4215126,39.9014500000,116.2354700000,72,八宝山街道,北京市,石景山区,12456.79670430000
6144475,39.7365400000,116.3434750000,26,瀛海镇,北京市,大兴区,106440.62364400001
88126787,39.8978800000,116.2437700000,72,八宝山街道,北京市,石景山区,12456.79670430000
61313389,39.9228400000,116.1717300000,127,古城街道,北京市,石景山区,45600.79029250000
116345458,39.9135320000,116.3410100000,78,月坛街道,北京市,西城区,11806.81261860000
93355066,39.8884700000,116.6418200000,57,梨园镇,北京市,通州区,29987.04559970000
6468927,39.8918150000,116.4658000000,106,南磨房地区（乡）,北京市,朝阳区,61802.57892600000
83928448,39.9672780000,116.3078900000,139,万柳地区（海淀乡）,北京市,海淀区,23104.34331700000
5763373,39.8749350000,116.3678400000,51,陶然亭街道,北京市,西城区,8802.01039075000
87053227,39.7822530000,116.3303900000,26,瀛海镇,北京市,大兴区,106440.62364400001
300055,39.8407900000,116.2930700000,63,花乡乡,北京市,丰台区,71126.37857920000
92882251,39.9590400000,116.2879600000,139,万柳地区（海淀乡）,北京市,海淀区,23104.34331700000
2401826,40.0079150000,116.4670200000,155,来广营地区（乡）,北京市,朝阳区,58967.35245250000
3279481,40.0026170000,116.4166900000,145,大屯街道,北京市,朝阳区,18521.15455660000
4418226,39.9685300000,116.3353650000,128,北太平庄街道,北京市,海淀区,25945.14294350000
2578664,40.1465340000,116.2928400000,182,沙河镇,北京市,昌平区,58871.52201200000
3320247,40.0286500000,116.2764900000,151,马连洼街道,北京市,海淀区,12838.82562390000
1662560,39.7323570000,116.1425300000,20,拱辰街道,北京市,房山区,26805.86396250000
2367089,39.9669340000,116.3424450000,128,北太平庄街道,北京市,海淀区,25945.14294350000
72477998,39.9295100000,116.2661800000,100,田村路街道,北京市,海淀区,23013.24539640000
299355,39.9067500000,116.2264800000,83,老山街道,北京市,石景山区,12856.18775530000
6085021,39.9228400000,116.1717300000,127,古城街道,北京市,石景山区,45600.79029250000
5285865,39.9230100000,116.1726760000,127,古城街道,北京市,石景山区,45600.79029250000
50778412,39.9232000000,116.1711700000,127,古城街道,北京市,石景山区,45600.79029250000
41379120,39.9228400000,116.1717300000,127,古城街道,北京市,石景山区,45600.79029250000
5340508,39.9228400000,116.1717300000,127,古城街道,北京市,石景山区,45600.79029250000
5483011,39.9228400000,116.1717300000,127,古城街道,北京市,石景山区,45600.79029250000
40362346,39.9229550000,116.1717400000,127,古城街道,北京市,石景山区,45600.79029250000
116514173,39.8270340000,116.3025000000,63,花乡乡,北京市,丰台区,71126.37857920000
105052614,39.8838900000,116.3175900000,63,花乡乡,北京市,丰台区,71126.37857920000
51623050,39.8773600000,116.2636900000,63,花乡乡,北京市,丰台区,71126.37857920000
5419344,39.8270070000,116.3023600000,63,花乡乡,北京市,丰台区,71126.37857920000
6020962,39.8392370000,116.3711500000,37,马家堡街道,北京市,丰台区,15125.84387710000
93595516,39.8373030000,116.3710800000,37,马家堡街道,北京市,丰台区,15125.84387710000
105963912,40.0993800000,116.6571200000,164,石园街道,北京市,顺义区,16824.42114680000
41891278,40.0994700000,116.6575900000,164,石园街道,北京市,顺义区,16824.42114680000
41935574,39.8155250000,116.2909240000,63,花乡乡,北京市,丰台区,71126.37857920000
69319809,40.1460340000,116.2844200000,182,沙河镇,北京市,昌平区,58871.52201200000
40536796,40.1751020000,116.6265500000,187,马坡镇,北京市,顺义区,41478.40321810000
41752537,39.8583450000,116.2994300000,63,花乡乡,北京市,丰台区,71126.37857920000
91766960,39.9985400000,116.4823100000,155,来广营地区（乡）,北京市,朝阳区,58967.35245250000
95502539,39.9985400000,116.4823100000,155,来广营地区（乡）,北京市,朝阳区,58967.35245250000
40167918,40.0823000000,116.3583300000,282,回龙观镇,北京市,昌平区,21314.01675230000
6436986,39.9048580000,116.4588100000,106,南磨房地区（乡）,北京市,朝阳区,61802.57892600000
50513807,39.8656100000,116.4194260000,43,方庄地区,北京市,丰台区,10993.12432890000
76843676,39.7447430000,116.3671600000,26,瀛海镇,北京市,大兴区,106440.62364400001
42399103,40.2103920000,116.2403800000,196,城北街道,北京市,昌平区,24368.26308070000
41630494,39.9232860000,116.4751200000,94,六里屯街道,北京市,朝阳区,12914.33924720000
99725657,39.9964450000,116.4814900000,141,望京街道,北京市,朝阳区,18678.59420130000
51880811,39.9177550000,116.2071500000,100,田村路街道,北京市,海淀区,23013.24539640000
4090749,40.2122600000,116.2391600000,196,城北街道,北京市,昌平区,24368.26308070000
42445072,40.0994000000,116.6587200000,164,石园街道,北京市,顺义区,16824.42114680000
41651009,39.9166100000,116.4799600000,118,东风地区（乡）,北京市,朝阳区,34538.70381970000
4323472,39.9747280000,116.4894700000,136,将台地区（乡）,北京市,朝阳区,30926.01515400000
41640594,40.1522800000,116.2968800000,182,沙河镇,北京市,昌平区,58871.52201200000
62110868,39.8682940000,116.3757300000,58,天坛街道,北京市,东城区,19257.97138460000
73449927,39.6876300000,116.3226400000,15,林校路街道,北京市,大兴区,45734.70701300000
97327317,39.9965170000,116.4688400000,141,望京街道,北京市,朝阳区,18678.59420130000
117473147,39.8141020000,116.3679660000,32,南苑街道,北京市,丰台区,40949.93523930000
98137016,39.8522300000,116.3127000000,63,花乡乡,北京市,丰台区,71126.37857920000
41157869,39.6878500000,116.3248300000,15,林校路街道,北京市,大兴区,45734.70701300000
96832972,39.7293600000,116.1228400000,18,西潞街道,北京市,房山区,21491.74816570000
42993959,39.9102500000,116.2059900000,91,八角街道,北京市,石景山区,15308.14285520000
91293368,39.8699500000,116.4200060000,43,方庄地区,北京市,丰台区,10993.12432890000
51957373,39.7911070000,116.4987000000,31,亦庄地区（亦庄镇）,北京市,大兴区,46149.66923720000
50136605,39.7775800000,116.5195200000,31,亦庄地区（亦庄镇）,北京市,大兴区,46149.66923720000
5103688,39.9111630000,116.1109800000,98,永定镇,北京市,门头沟区,41104.95647790000
87704208,39.9403600000,116.3997100000,110,安定门街道,北京市,东城区,7524.79893603000
5490405,40.2202500000,116.2247200000,196,城北街道,北京市,昌平区,24368.26308070000
42217367,39.9110100000,116.2059700000,91,八角街道,北京市,石景山区,15308.14285520000
150353399,39.9110100000,116.2059700000,91,八角街道,北京市,石景山区,15308.14285520000
6182032,39.9228400000,116.1717300000,127,古城街道,北京市,石景山区,45600.79029250000
40605184,40.0782780000,116.3307900000,165,回龙观镇,北京市,昌平区,37755.02696860000
42791055,39.7638660000,116.3340700000,272,清源街道,北京市,大兴区,19309.70007370000
4573311,39.7299400000,116.1418100000,20,拱辰街道,北京市,房山区,26805.86396250000
4765410,40.2198900000,116.2341100000,196,城北街道,北京市,昌平区,24368.26308070000
5987954,39.9805220000,116.4234100000,129,小关街道,北京市,朝阳区,19184.64203260000
6092497,39.7911500000,116.5106000000,31,亦庄地区（亦庄镇）,北京市,大兴区,46149.66923720000
112098995,39.8661500000,116.3048300000,63,花乡乡,北京市,丰台区,71126.37857920000
102793212,39.8662150000,116.3070300000,63,花乡乡,北京市,丰台区,71126.37857920000
100575974,39.8406000000,116.4146300000,38,南苑乡,北京市,丰台区,32970.63375470000
101217394,39.8406000000,116.4146300000,38,南苑乡,北京市,丰台区,32970.63375470000
111216110,39.8554500000,116.3977700000,38,南苑乡,北京市,丰台区,32970.63375470000
41031617,39.9592400000,116.3457260000,128,北太平庄街道,北京市,海淀区,25945.14294350000
60633202,39.9054800000,116.6429000000,74,北苑街道,北京市,通州区,14880.69360700000
115480068,39.8241600000,116.2988900000,63,花乡乡,北京市,丰台区,71126.37857920000
42166553,39.9250530000,116.5983300000,114,平房地区（乡）,北京市,朝阳区,43765.91070340000
110540180,39.9044600000,116.6404400000,74,北苑街道,北京市,通州区,14880.69360700000
296178,40.2220420000,116.2208600000,196,城北街道,北京市,昌平区,24368.26308070000
4292993,40.4622600000,115.9761200000,235,延庆镇,北京市,延庆区,54684.39110730000
42282741,39.7720450000,116.5389800000,31,亦庄地区（亦庄镇）,北京市,大兴区,46149.66923720000
41376444,39.9890700000,116.3224300000,134,中关村街道,北京市,海淀区,8908.34071342000
98533720,39.8396800000,116.3856600000,38,南苑乡,北京市,丰台区,32970.63375470000
42562731,39.8656200000,116.6577450000,57,梨园镇,北京市,通州区,29987.04559970000
42806314,40.3810230000,116.8267400000,225,密云镇,北京市,密云区,48125.61577620000
50565389,39.8437000000,116.3752060000,38,南苑乡,北京市,丰台区,32970.63375470000
40784638,39.9351400000,116.1702000000,127,古城街道,北京市,石景山区,45600.79029250000
41466289,39.7362630000,116.1371400000,20,拱辰街道,北京市,房山区,26805.86396250000
70297702,39.9049300000,116.6385400000,74,北苑街道,北京市,通州区,14880.69360700000
79020178,39.8452800000,116.3962100000,38,南苑乡,北京市,丰台区,32970.63375470000
4751725,39.9107000000,116.2059860000,91,八角街道,北京市,石景山区,15308.14285520000
5978740,40.0308880000,116.3251200000,166,苏家坨镇,北京市,海淀区,154519.30228700000
42539662,39.9079900000,116.2016600000,91,八角街道,北京市,石景山区,15308.14285520000
63266615,39.9053150000,116.6381900000,74,北苑街道,北京市,通州区,14880.69360700000
6510032,39.8575360000,116.2824860000,63,花乡乡,北京市,丰台区,71126.37857920000
5649873,39.9154620000,116.5535100000,92,高碑店地区（乡）,北京市,朝阳区,32500.37059550000
3317123,40.1761860000,116.6506600000,187,马坡镇,北京市,顺义区,41478.40321810000
50178570,39.9535100000,116.3070800000,117,紫竹院街道,北京市,海淀区,13566.43770690000
2505561,39.9120670000,116.3033750000,79,羊坊店街道,北京市,海淀区,18888.52729850000
51088556,39.9336600000,116.3985200000,105,交道口街道,北京市,东城区,8286.29229764000
40124461,39.8913570000,116.4648700000,106,南磨房地区（乡）,北京市,朝阳区,61802.57892600000
42063321,39.9248350000,116.5999000000,114,平房地区（乡）,北京市,朝阳区,43765.91070340000
60804711,39.7561340000,116.1617200000,30,长阳镇,北京市,房山区,77204.62914710000
96807845,39.9048200000,116.6411360000,74,北苑街道,北京市,通州区,14880.69360700000
312450,40.0341070000,116.4181300000,155,来广营地区（乡）,北京市,朝阳区,58967.35245250000
40875599,40.1142700000,116.6108200000,180,南法信镇,北京市,顺义区,33547.48413650000
118816285,39.8240400000,116.2989600000,63,花乡乡,北京市,丰台区,71126.37857920000
114999330,39.8253360000,116.2972100000,63,花乡乡,北京市,丰台区,71126.37857920000
40917704,39.9160650000,116.5905150000,85,管庄地区（乡）,北京市,朝阳区,24321.53059440000
93929357,39.6874920000,116.3205000000,15,林校路街道,北京市,大兴区,45734.70701300000
5030716,39.7390000000,116.3319500000,274,兴丰街道,北京市,大兴区,29361.61877320000
110698715,39.8615950000,116.4314000000,43,方庄地区,北京市,丰台区,10993.12432890000
91461632,40.0295100000,116.3113200000,166,苏家坨镇,北京市,海淀区,154519.30228700000
3314627,39.9128400000,116.5518800000,92,高碑店地区（乡）,北京市,朝阳区,32500.37059550000
52900646,39.7278800000,116.1239300000,18,西潞街道,北京市,房山区,21491.74816570000
5582377,39.9748880000,116.5472000000,140,东坝地区（乡）,北京市,朝阳区,33952.68794360000
71726077,39.9008520000,116.4879150000,106,南磨房地区（乡）,北京市,朝阳区,61802.57892600000
5871934,39.9265400000,116.1613850000,107,金顶街街道,北京市,石景山区,12751.04509730000
5338611,39.8852600000,116.4246400000,59,体育馆路街道,北京市,东城区,8118.00203485000
107984014,39.7922200000,116.5055500000,31,亦庄地区（亦庄镇）,北京市,大兴区,46149.66923720000
94035790,39.6874920000,116.3205000000,15,林校路街道,北京市,大兴区,45734.70701300000
1649354,39.8613780000,116.4789500000,41,十八里店地区（乡）,北京市,朝阳区,39917.99572090000
