district_id,economy,totalSales,totalPopularity,averageRating,categoryEntropy,averageCategoryDivergence,degreeCus,degreeDist,numberofCustomers,numberofShops,incomeEntropy,avgCusEntropy,fracofDessert,dessertCS,pairwise,cusEigen,dEigen,logEcon,avgExpenditure,averageTotalExpenditure,popres,popfloat,pop,Dens_Pob,HPI,econdse,area,logEcondse,popdse,logpopdse
39.0,-0.13589114539002123,-0.40727489822584556,-0.2405154590499505,-0.4808208915492862,0.5480534362151597,-0.6804184389533757,-0.5740801038630337,-0.6454327998240452,-0.3371075901145584,-0.33071427583364266,-0.5940955382797466,-1.2492580186431477,-0.1610281078604655,-0.27862803665366226,-0.3940900508804706,-0.5332786930026061,-0.6614731584959642,0.13205146311727398,-0.8582988917566419,-1.43005384408031,0.5142238503305442,0.8089732974908469,0.6377103385245501,-0.792251827042604,0.07354518514873425,-0.16110047253355073,0.793656190260694,-0.524382015693638,-0.7915970692058357,-0.5250973193511256
40.0,-0.1404083188929108,-0.1477213454461592,-0.13636020982456015,0.6311937997960249,0.20480364357850478,-0.5113919864426778,0.021873356509390336,1.3245022319739352,-0.2556756505110315,-0.30621206918511207,-0.35830426962260836,-0.9942135496879243,-0.19213277085264557,-0.1939362109724749,0.3413381710569987,0.005882306672017301,1.3837642708676827,-3.4905905498573785e-05,-1.1560663175752715,-1.300117782400651,0.2279842887896812,-0.2931419820786645,0.04394319728505359,1.5968098974540463,-1.0476400012903109,-0.13852618397955413,-0.6606760563391629,0.601212613728014,1.601963265308675,1.1353553108367989
41.0,-0.0460030447474855,-0.3108812759253602,-0.2221956376907033,0.07915154363526469,0.319740353237389,-0.51409558638967,-0.19769355467301475,-0.04607645341927909,-0.3783366926864262,-0.23270544923952036,0.43341542093459295,-0.5468793265351702,0.8187687763941862,-0.10154151213227336,-0.13983029289692872,-0.20065438064638952,-0.14314699232026012,1.0493617730691767,0.46219215058616564,-0.3247778795137753,2.3818686799243167,4.275840071880298,3.14754449495128,0.04042835482558504,0.2966477778226731,-0.14533148760846976,-0.23515000599180758,0.4792521960548299,0.04286641702800769,0.5989285237201409
42.0,-0.10276858488426928,0.03535878352831483,0.016782062308012467,-0.02651594877848015,0.7321661027843446,-0.5153719154614987,0.9539478471718541,0.6679126590857006,0.29011913591655225,0.9188982632414165,0.6673870637558652,-0.41598308709851595,0.3817701660439352,-0.16299950347732875,1.0509364187031631,0.8729411551395839,0.7178076099860996,0.6525560369956075,-0.7560776956571644,-0.6666894031858165,1.3551178918742866,0.3735299395735613,1.0363710846722705,0.7633465697249915,0.8235100359951729,-0.13396282022762945,-0.5727889490891299,0.6645853739295414,0.7670410675252672,0.9113849816373893
43.0,-0.13149364504876582,0.5002496780187023,0.0599764573786181,0.41068311805557245,0.7840970158179704,-0.4354447048359159,1.57029590066616,1.3236620180826029,0.1983799206700584,0.23283647708256053,0.8406244394520076,0.4594597073520833,-0.358506549647997,-0.1349370569172712,1.329044430993276,1.485832856858394,1.35556596228202,0.236120650323562,1.7137021897588984,1.1428262450950812,0.22842440343360332,0.05092638657707704,0.1702851784840516,1.4720797617124155,0.7451703329373454,-0.13104860859756837,-0.6523874285447597,0.6998833990542964,1.476418677660236,1.1069120505688885
45.0,-0.13743676094487126,-0.5590769928209584,-0.3086640970818223,0.049297981130621754,-0.15329903161893005,-0.5604662699684698,-0.6759271070893442,1.2484032524742816,-0.6099603630874716,-0.6492429622645401,0.400871323241873,0.22041707843222313,0.1189138590685019,-0.2770785037221244,-0.819759702226119,-0.6820059769041468,1.3359384390838578,0.09029521008476772,0.38911633668809936,0.29661183048508133,0.237263372532373,-0.08135137060481644,0.12769238609410136,1.0533039075937756,-1.0476400012903109,-0.1417586807692164,-0.6420181809779876,0.5484026264163145,1.0570737204425942,0.9997599143752375
47.0,-0.14833247342102507,-0.5810991785633778,-0.3182964868436847,1.162244426440698,-0.13858055407826544,-0.2973293635286435,-1.0797902522466447,-0.6531921417995709,-0.6687698405655256,-0.6737451689130707,-0.6421398774189057,-0.332653323136406,1.3631003787557043,0.13057698684093566,-1.2039440203558724,-0.9799146278109158,-0.6498117417659071,-0.35352566076025843,0.5992999393636246,-0.09385342947854701,-0.40009598430754206,-0.026293786166133322,-0.2752166837301243,-0.6762198589531843,-0.7082762279102784,-0.16048343590239547,-0.32029553927733956,-0.3549317910320857,-0.6753292891203558,-0.16494014560803513
48.0,-0.1469471856919482,-0.5484958284447681,-0.3023564411671815,0.965195938174952,-0.07268835131769742,-0.33626811749072966,-0.14593164272985346,0.6994539401241386,-0.49666957149659235,-0.5757363423189484,0.6073016469386107,0.3218641825227314,-0.1610281078604655,-0.20493947345799038,0.12871528939862228,-0.22044174178610276,0.7251858367022768,-0.27324321373006666,-0.5816309702955025,-0.003387738332675618,0.7723510889908803,0.032086525154787764,0.524441995229755,2.981562331314942,-0.7082762279102784,-0.1460771104514269,-0.6658355647630265,0.4629705488468793,2.9872359702571973,1.3792082190275232
49.0,-0.14370727342083212,-0.5554441082446953,-0.2973982734855487,-0.5560952308315104,0.24119207602112763,-0.4379264113626514,-0.5689972808924831,-0.9880711476050076,-0.5994299862401115,-0.06119000269980636,0.32735555090473273,1.1640226170980925,1.2928640429671212,0.1717307389014195,-0.16062686597438272,-0.6298462913576774,-0.7022147505867399,-0.12122906305370156,-1.194799760327298,0.5698354992347773,0.3351338664745593,0.06322047604135753,0.24562292987056306,-0.8432232966660055,0.03715084448067866,-0.1616257946785641,1.2545549665173397,-0.7834314543082833,-0.8427273610011193,-0.8094426759706826
50.0,-0.12675739631558072,-0.3599125463802809,-0.22842909475423356,0.7300846705614765,0.4741218722300226,-0.5791183491336322,-0.06522727110106546,1.4244685025087322,-0.2937367159805156,-0.35521648248217325,-0.2520732410439231,-1.0839089109705993,0.21713911062309843,-0.2524461616948711,0.23377541530255722,-0.12074931801341494,1.517441479291331,0.32995296386874373,1.455556887163948,-0.352685028115318,0.45367141057092286,-0.20126858378478468,0.2274123504434793,1.6809117518951948,-0.8282607140157416,-0.12376232854606734,-0.6548318349706495,0.7753889973469715,1.6847709235753032,1.1533511843958255
