correlation,x,y
0.8267367733572066,totalflow,log_y2016
0.8049559122440523,totalflow,log_y2015
0.7826857643761543,totalflow,log_y2014
0.7444057142135835,inflow,log_y2016
0.7112755034723276,inflow,log_y2015
0.6855015197174009,inflow,log_y2014
0.596195964321287,outflow,log_y2015
0.5904636869046415,outflow,log_y2014
0.587814578544498,outflow,log_y2016
